,Date,Home Team,Away Team,Result,B365H,B365D,B365A,B365>2.5,B365<2.5,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
65,02/10/2021,Brighton,Arsenal,"['0 ', ' 0']",3.0,3.25,2.4,2.0,1.8,Brighton,6,8,5,13,6.58,7.1,9.84,14.99,6.666666666666667,5.166666666666667,2.1666666666666665,Arsenal,6,5,10,9,7.0,12.34,14.93,12.3,6.333333333333333,9.333333333333334,1.5
66,03/10/2021,Liverpool,Manchester City,"['2 ', ' 2']",2.87,3.5,2.4,1.72,2.1,Liverpool,6,15,4,14,15.94,6.83,8.76,22.43,10.333333333333334,5.0,2.3333333333333335,Manchester City,6,12,1,13,14.69,2.69,8.12,25.73,11.166666666666666,3.5,2.1666666666666665
67,03/10/2021,West Ham,Brentford,"['1 ', ' 2']",1.75,3.75,4.75,1.9,1.9,West Ham,6,13,8,11,11.13,7.77,13.58,14.76,6.5,5.833333333333333,1.8333333333333333,Brentford,6,8,5,9,9.73,5.63,11.36,8.71,5.166666666666667,6.5,1.5
68,03/10/2021,Crystal Palace,Leicester,"['2 ', ' 2']",3.1,3.4,2.3,2.0,1.8,Crystal Palace,6,6,9,6,7.51,6.84,14.15,8.68,5.5,7.5,1.0,Leicester,6,7,10,7,6.78,9.71,12.93,14.41,8.166666666666666,7.166666666666667,1.1666666666666667
69,03/10/2021,Tottenham,Aston Villa,"['2 ', ' 1']",2.1,3.6,3.4,1.9,1.9,Tottenham,6,4,9,9,5.47,11.14,13.69,9.4,5.0,8.0,1.5,Aston Villa,6,9,7,10,6.28,7.02,9.84,9.96,5.0,4.333333333333333,1.6666666666666667
70,16/10/2021,Watford,Liverpool,"['0 ', ' 5']",8.5,5.5,1.33,1.57,2.37,Watford,6,4,8,4,4.71,10.14,13.3,8.94,4.5,9.166666666666666,0.6666666666666666,Liverpool,6,14,6,12,15.1,6.54,8.5,22.84,9.333333333333334,6.333333333333333,2.0
71,16/10/2021,Aston Villa,Wolverhampton Wanderers,"['2 ', ' 3']",2.15,3.25,3.5,2.1,1.72,Aston Villa,6,8,6,10,6.21,7.45,9.91,8.77,5.833333333333333,5.5,1.6666666666666667,Wolverhampton Wanderers,6,5,5,9,8.96,6.96,12.41,11.35,5.333333333333333,4.666666666666667,1.5
72,16/10/2021,Leicester,Manchester United,"['4 ', ' 2']",3.5,3.6,2.05,1.72,2.1,Leicester,6,8,12,5,7.16,9.55,12.15,11.97,7.333333333333333,8.166666666666666,0.8333333333333334,Manchester United,6,9,5,11,10.85,7.57,8.97,15.77,9.0,4.166666666666667,1.8333333333333333
73,16/10/2021,Manchester City,Burnley,"['2 ', ' 0']",1.12,9.0,19.0,1.36,3.2,Manchester City,7,14,3,14,15.73,3.64,9.49,21.39,11.142857142857142,4.0,2.0,Burnley,6,4,9,3,6.01,9.9,12.02,10.47,5.5,9.5,0.5
74,16/10/2021,Norwich,Brighton,"['0 ', ' 0']",3.6,3.4,2.1,2.1,1.72,Norwich,6,2,13,1,4.3,11.67,14.12,9.34,5.333333333333333,8.5,0.16666666666666666,Brighton,6,6,4,11,6.01,5.67,9.89,15.59,7.0,5.833333333333333,1.8333333333333333
75,16/10/2021,Southampton,Leeds,"['1 ', ' 0']",2.3,3.5,3.0,1.72,2.1,Southampton,6,4,7,4,7.67,10.1,11.29,10.41,5.666666666666667,6.5,0.6666666666666666,Leeds,6,6,9,6,7.34,11.33,9.83,16.18,8.5,7.0,1.0
76,16/10/2021,Brentford,Chelsea,"['0 ', ' 1']",6.5,3.8,1.57,2.0,1.8,Brentford,6,8,6,9,9.14,5.98,10.9,8.76,4.166666666666667,6.166666666666667,1.5,Chelsea,6,12,3,13,12.01,7.81,12.56,10.69,9.5,4.666666666666667,2.1666666666666665
77,17/10/2021,Newcastle United,Tottenham,"['2 ', ' 3']",3.5,3.6,2.05,1.8,2.0,Newcastle United,6,6,12,3,7.01,10.91,12.83,8.11,4.333333333333333,7.5,0.5,Tottenham,6,5,10,9,6.19,10.11,12.17,9.41,6.0,8.5,1.5
78,17/10/2021,Everton,West Ham,"['0 ', ' 1']",2.5,3.4,2.8,1.9,1.9,Everton,6,10,7,11,9.55,6.12,14.02,8.72,4.333333333333333,6.333333333333333,1.8333333333333333,West Ham,6,10,8,8,9.49,7.39,12.58,13.59,6.166666666666667,5.166666666666667,1.3333333333333333
79,18/10/2021,Arsenal,Crystal Palace,"['2 ', ' 2']",1.6,3.8,6.0,1.97,1.93,Arsenal,6,5,8,10,6.34,11.56,18.6,10.97,5.833333333333333,9.666666666666666,1.6666666666666667,Crystal Palace,6,8,8,7,8.36,6.7,10.27,9.35,7.166666666666667,5.333333333333333,1.1666666666666667
80,22/10/2021,Arsenal,Aston Villa,"['3 ', ' 1']",1.83,3.75,4.2,1.72,2.1,Arsenal,7,7,10,11,8.08,12.05,18.3,12.12,6.428571428571429,8.714285714285714,1.5714285714285714,Aston Villa,7,10,9,10,7.43,9.64,10.19,8.84,6.0,6.142857142857143,1.4285714285714286
81,23/10/2021,Southampton,Burnley,"['2 ', ' 2']",1.95,3.5,3.9,1.9,1.9,Southampton,7,5,7,7,9.5,10.55,10.58,9.4,5.428571428571429,6.142857142857143,1.0,Burnley,6,4,9,3,6.4,9.42,13.21,10.6,6.0,11.166666666666666,0.5
82,23/10/2021,Leeds,Wolverhampton Wanderers,"['1 ', ' 1']",2.4,3.4,2.87,1.9,1.9,Leeds,6,4,8,5,6.82,11.3,9.48,13.74,8.5,6.666666666666667,0.8333333333333334,Wolverhampton Wanderers,7,8,7,12,11.15,8.17,11.8,11.49,6.0,5.0,1.7142857142857142
83,23/10/2021,Brighton,Manchester City,"['1 ', ' 4']",8.0,4.75,1.4,1.8,2.0,Brighton,6,4,4,9,5.4,6.43,8.77,15.12,8.333333333333334,5.833333333333333,1.5,Manchester City,6,11,2,14,13.34,3.63,10.53,21.67,12.0,4.833333333333333,2.3333333333333335
84,23/10/2021,Crystal Palace,Newcastle United,"['1 ', ' 1']",1.9,3.6,4.0,1.9,1.9,Crystal Palace,6,10,10,7,8.25,7.73,11.62,10.5,6.833333333333333,6.0,1.1666666666666667,Newcastle United,6,8,13,3,7.02,11.28,13.05,7.62,4.166666666666667,8.333333333333334,0.5
85,23/10/2021,Chelsea,Norwich,"['7 ', ' 0']",1.18,7.0,15.0,1.66,2.2,Chelsea,7,13,3,16,12.26,9.43,12.7,11.05,9.285714285714286,6.285714285714286,2.2857142857142856,Norwich,6,2,8,2,5.44,10.41,13.7,9.19,6.333333333333333,8.333333333333334,0.3333333333333333
86,23/10/2021,Everton,Watford,"['2 ', ' 5']",1.65,3.8,5.5,2.0,1.8,Everton,6,8,6,10,8.55,7.18,14.09,9.74,4.666666666666667,7.166666666666667,1.6666666666666667,Watford,6,4,11,4,4.61,12.02,14.71,7.68,4.333333333333333,9.666666666666666,0.6666666666666666
87,24/10/2021,West Ham,Tottenham,"['1 ', ' 0']",2.3,3.5,3.0,1.72,2.1,West Ham,7,11,8,11,11.52,8.24,12.46,14.29,6.571428571428571,5.571428571428571,1.5714285714285714,Tottenham,6,7,12,9,6.02,9.24,11.44,10.22,6.666666666666667,7.5,1.5
88,24/10/2021,Manchester United,Liverpool,"['0 ', ' 5']",3.1,3.6,2.2,1.53,2.5,Manchester United,6,10,8,10,9.61,9.95,9.65,17.39,7.833333333333333,5.333333333333333,1.6666666666666667,Liverpool,6,17,6,12,16.12,6.16,8.02,30.37,9.666666666666666,6.666666666666667,2.0
89,24/10/2021,Brentford,Leicester,"['1 ', ' 2']",2.62,3.3,2.7,1.9,1.9,Brentford,6,8,7,8,10.05,5.62,12.16,9.35,5.833333333333333,6.666666666666667,1.3333333333333333,Leicester,7,12,14,8,10.13,10.58,12.32,12.03,7.714285714285714,7.571428571428571,1.1428571428571428
90,30/10/2021,Leicester,Arsenal,"['0 ', ' 2']",2.4,3.5,2.87,1.8,2.0,Leicester,6,11,10,8,9.23,8.02,13.97,9.82,8.5,8.833333333333334,1.3333333333333333,Arsenal,6,10,4,14,10.84,5.35,14.41,13.79,9.333333333333334,5.833333333333333,2.3333333333333335
91,30/10/2021,Burnley,Brentford,"['3 ', ' 1']",2.6,3.3,2.75,2.2,1.66,Burnley,7,6,11,4,7.07,10.84,12.71,9.99,5.714285714285714,10.428571428571429,0.5714285714285714,Brentford,6,8,8,7,10.09,6.19,11.05,9.98,5.666666666666667,7.166666666666667,1.1666666666666667
92,30/10/2021,Liverpool,Brighton,"['2 ', ' 2']",1.22,6.5,13.0,1.53,2.5,Liverpool,6,21,5,14,18.08,6.94,8.21,34.47,10.833333333333334,7.166666666666667,2.3333333333333335,Brighton,6,5,6,9,5.87,8.45,9.23,16.56,8.0,7.0,1.5
93,30/10/2021,Manchester City,Crystal Palace,"['0 ', ' 2']",1.14,8.0,19.0,1.44,2.75,Manchester City,6,10,3,14,12.44,4.68,13.07,16.91,11.333333333333334,6.0,2.3333333333333335,Crystal Palace,6,9,9,7,8.82,7.0,11.13,11.97,7.333333333333333,4.833333333333333,1.1666666666666667
