,Date,Home Team,Away Team,Result,B365H,B365D,B365A,B365>2.5,B365<2.5,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
0,09/08/2019,Liverpool,Norwich,"['4 ', ' 1']",1.14,10,19,1.4,3,Liverpool,0,0,0,0,0,0,0,0,0,0,0,Norwich,0,0,0,0,0,0,0,0,0,0,0
1,10/08/2019,West Ham,Manchester City,"['0 ', ' 5']",12,6.5,1.22,1.44,2.75,West Ham,0,0,0,0,0,0,0,0,0,0,0,Manchester City,0,0,0,0,0,0,0,0,0,0,0
2,10/08/2019,Bournemouth,Sheffield United,"['1 ', ' 1']",1.95,3.6,3.6,1.9,1.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,Sheffield United,0,0,0,0,0,0,0,0,0,0,0
3,10/08/2019,Burnley,Southampton,"['3 ', ' 0']",2.62,3.2,2.75,2.1,1.72,Burnley,0,0,0,0,0,0,0,0,0,0,0,Southampton,0,0,0,0,0,0,0,0,0,0,0
4,10/08/2019,Crystal Palace,Everton,"['0 ', ' 0']",3,3.25,2.37,2.2,1.66,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,Everton,0,0,0,0,0,0,0,0,0,0,0
5,10/08/2019,Watford,Brighton,"['0 ', ' 3']",1.9,3.4,4,2.1,1.72,Watford,0,0,0,0,0,0,0,0,0,0,0,Brighton,0,0,0,0,0,0,0,0,0,0,0
6,10/08/2019,Tottenham,Aston Villa,"['3 ', ' 1']",1.3,5.25,10,1.66,2.2,Tottenham,0,0,0,0,0,0,0,0,0,0,0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0
7,11/08/2019,Leicester,Wolverhampton Wanderers,"['0 ', ' 0']",2.2,3.2,3.4,2.2,1.66,Leicester,0,0,0,0,0,0,0,0,0,0,0,Wolverhampton Wanderers,0,0,0,0,0,0,0,0,0,0,0
8,11/08/2019,Newcastle United,Arsenal,"['0 ', ' 1']",4.5,3.75,1.72,1.8,2,Newcastle United,0,0,0,0,0,0,0,0,0,0,0,Arsenal,0,0,0,0,0,0,0,0,0,0,0
9,11/08/2019,Manchester United,Chelsea,"['4 ', ' 0']",2.1,3.3,3.5,2,1.8,Manchester United,0,0,0,0,0,0,0,0,0,0,0,Chelsea,0,0,0,0,0,0,0,0,0,0,0
10,17/08/2019,Arsenal,Burnley,"['2 ', ' 1']",1.3,5.5,10,1.57,2.37,Arsenal,1,1,0,3,1.13,0.38,11.05,13.21,10,1,3,Burnley,1,3,0,3,0.91,1.09,9.28,5.5,0,9,3
11,17/08/2019,Aston Villa,Bournemouth,"['1 ', ' 2']",2.3,3.4,3.1,1.8,2,Aston Villa,1,1,3,0,0.64,2.57,13.42,5.25,2,15,0,Bournemouth,1,1,1,1,1.34,1.6,13.6,9.13,4,6,1
12,17/08/2019,Brighton,West Ham,"['1 ', ' 1']",2.55,3.25,2.87,1.9,1.9,Brighton,1,3,0,3,0.86,0.67,11.5,9.79,5,7,3,West Ham,1,0,5,0,1.2,3.18,16.4,6.94,1,9,0
13,17/08/2019,Everton,Watford,"['1 ', ' 0']",1.72,3.8,4.75,1.72,2.1,Everton,1,0,0,1,1.22,0.87,4.07,11.31,5,5,1,Watford,1,0,3,0,0.67,0.86,9.79,11.5,7,5,0
14,17/08/2019,Norwich,Newcastle United,"['3 ', ' 1']",2.25,3.3,3.3,1.9,1.9,Norwich,1,1,4,0,0.84,2.23,21.45,5.94,5,11,0,Newcastle United,1,0,1,0,0.38,1.13,13.21,11.05,1,10,0
15,17/08/2019,Southampton,Liverpool,"['1 ', ' 2']",6.5,4.75,1.44,1.66,2.2,Southampton,1,0,3,0,1.09,0.91,5.5,9.28,9,0,0,Liverpool,1,4,1,3,2.23,0.84,5.94,21.45,11,5,3
16,17/08/2019,Manchester City,Tottenham,"['2 ', ' 2']",1.36,5.25,8,1.53,2.5,Manchester City,1,5,0,3,3.18,1.2,6.94,16.4,9,1,3,Tottenham,1,3,1,3,2.57,0.64,5.25,13.42,15,2,3
17,18/08/2019,Sheffield United,Crystal Palace,"['1 ', ' 0']",2.55,3.1,2.9,2.3,1.61,Sheffield United,1,1,1,1,1.6,1.34,9.13,13.6,6,4,1,Crystal Palace,1,0,0,1,0.87,1.22,11.31,4.07,5,5,1
18,18/08/2019,Chelsea,Leicester,"['1 ', ' 1']",1.7,3.75,5,1.9,1.9,Chelsea,1,0,4,0,1.1,2.37,6.45,9.06,4,8,0,Leicester,1,0,0,1,0.54,0.81,6.43,18.67,7,3,1
19,19/08/2019,Wolverhampton Wanderers,Manchester United,"['1 ', ' 1']",3.3,3.3,2.25,2.1,1.72,Wolverhampton Wanderers,1,0,0,1,0.81,0.54,18.67,6.43,3,7,1,Manchester United,1,4,0,3,2.37,1.1,9.06,6.45,8,4,3
20,23/08/2019,Aston Villa,Everton,"['2 ', ' 0']",3.25,3.5,2.15,1.72,2.1,Aston Villa,2,2,5,0,2.29,4.2,13.29,7.83,7,12,0,Everton,2,1,0,4,2.06,2.04,6.22,6.83,4.5,4,2
21,24/08/2019,Norwich,Chelsea,"['2 ', ' 3']",4.33,3.75,1.8,1.53,2.5,Norwich,2,4,5,3,2.94,3.15,17.24,10.15,7,8.5,1.5,Chelsea,2,1,5,1,2.32,3.32,8.03,7.56,4,6.5,0.5
22,24/08/2019,Brighton,Southampton,"['0 ', ' 2']",2.4,3.3,3,2.1,1.72,Brighton,2,4,1,4,3.26,1.68,7.67,9.31,6.5,5.5,2,Southampton,2,1,5,0,3.23,2.43,8.62,9.34,5,3,0
23,24/08/2019,Manchester United,Crystal Palace,"['1 ', ' 2']",1.33,5.25,9,1.72,2.1,Manchester United,2,5,1,4,3.52,1.4,8.77,10.81,8.5,4.5,2,Crystal Palace,2,0,1,1,1.11,3.07,11.41,7.46,5,3.5,0.5
24,24/08/2019,Sheffield United,Leicester,"['1 ', ' 2']",3.3,3.3,2.25,2.3,1.61,Sheffield United,2,2,1,4,3.45,1.58,10.04,12.6,4,4.5,2,Leicester,2,1,1,2,1.49,2.04,6.35,14.19,6,3.5,1
25,24/08/2019,Watford,West Ham,"['1 ', ' 3']",2.05,3.5,3.5,1.72,2.1,Watford,2,0,4,0,1.84,1.69,6.34,10.12,5,4.5,0,West Ham,2,1,6,1,2.21,5.59,11.82,6.17,2.5,8.5,0.5
26,24/08/2019,Liverpool,Arsenal,"['3 ', ' 1']",1.5,4.6,6,1.44,2.75,Liverpool,2,6,2,6,3.75,2.98,6.94,14.97,8.5,3,3,Arsenal,2,3,1,6,2.3,1.77,8.43,12.35,9,2.5,3
27,25/08/2019,Bournemouth,Manchester City,"['1 ', ' 3']",15,7.5,1.16,1.36,3.2,Bournemouth,2,3,2,4,2.97,3.25,11.8,10.03,6.5,9,2,Manchester City,2,7,2,4,6.38,1.27,8.12,24.37,9.5,1.5,2
28,25/08/2019,Tottenham,Newcastle United,"['0 ', ' 1']",1.2,6.5,14,1.53,2.5,Tottenham,2,5,3,4,2.65,3.84,13.63,10.34,8.5,6,2,Newcastle United,2,1,4,0,1.3,3.23,14.96,12.27,3.5,9.5,0
29,25/08/2019,Wolverhampton Wanderers,Burnley,"['1 ', ' 1']",1.85,3.4,4.5,2.3,1.61,Wolverhampton Wanderers,2,1,1,2,1.12,1.69,19.29,7.38,4,8,1,Burnley,2,4,2,3,2.3,2.25,10.52,5.43,2,8.5,1.5
30,31/08/2019,Southampton,Manchester United,"['1 ', ' 1']",3.8,3.3,2.05,1.9,1.9,Southampton,3,3,5,3,5.31,3.43,9.23,9.27,5.33333333333333,4,1,Manchester United,3,6,3,4,5.75,2.08,8.37,11.81,8,3.66666666666667,1.33333333333333
31,31/08/2019,Chelsea,Sheffield United,"['2 ', ' 2']",1.36,4.75,9,1.72,2.1,Chelsea,3,4,7,4,4.22,4.4,9.42,8.29,6.66666666666667,6,1.33333333333333,Sheffield United,3,3,3,4,4.1,2.29,10.44,11.28,4,6,1.33333333333333
32,31/08/2019,Crystal Palace,Aston Villa,"['1 ', ' 0']",2.15,3.3,3.5,1.9,1.9,Crystal Palace,3,2,2,4,1.79,5.31,12.59,7.33,4,4.66666666666667,1.33333333333333,Aston Villa,3,4,5,3,3.15,5.46,13.27,7.01,6.66666666666667,12,1
