,Date,HomeTeam,AwayTeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
92,28/10/2023,Arsenal,Sheffield United,"['5 ', ' 0']",1.13,8.5,19.0,1.36,3.1,Arsenal,6,13,5,14,10.57,6.68,10.05,17.0,9.0,7.333333333333333,2.3333333333333335,Sheffield United,7,6,21,1,6.28,20.78,16.16,8.16,4.142857142857143,12.714285714285714,0.14285714285714285
93,28/10/2023,Bournemouth,Burnley,"['2 ', ' 1']",2.15,3.5,3.3,1.75,2.05,Bournemouth,6,4,14,2,7.67,16.16,12.73,6.13,8.166666666666666,13.0,0.3333333333333333,Burnley,8,7,20,4,7.41,16.53,12.25,13.06,5.0,9.875,0.5
94,28/10/2023,Wolverhampton Wanderers,Newcastle United,"['2 ', ' 2']",4.2,4.0,1.75,1.75,2.05,Wolverhampton Wanderers,6,9,10,8,7.18,11.21,11.28,9.91,6.166666666666667,11.833333333333334,1.3333333333333333,Newcastle United,7,19,7,13,17.93,6.21,9.73,14.02,7.571428571428571,4.714285714285714,1.8571428571428572
95,29/10/2023,West Ham,Everton,"['0 ', ' 1']",2.15,3.5,3.3,1.73,2.08,West Ham,6,9,13,7,8.45,15.55,17.23,11.48,5.0,9.666666666666666,1.1666666666666667,Everton,6,9,8,7,12.45,8.73,13.03,9.31,6.666666666666667,8.0,1.1666666666666667
96,29/10/2023,Aston Villa,Luton,"['3 ', ' 1']",1.25,6.5,9.5,1.48,2.6,Aston Villa,6,15,7,13,10.13,9.2,14.63,8.95,9.333333333333334,7.333333333333333,2.1666666666666665,Luton,7,7,10,5,11.1,13.97,15.17,7.43,6.428571428571429,7.285714285714286,0.7142857142857143
97,29/10/2023,Brighton,Fulham,"['1 ', ' 1']",1.55,4.2,5.5,1.5,2.5,Brighton,6,13,13,10,10.33,8.59,9.84,12.03,6.666666666666667,8.833333333333334,1.6666666666666667,Fulham,6,5,10,7,7.67,7.7,11.45,14.19,7.166666666666667,5.833333333333333,1.1666666666666667
98,29/10/2023,Liverpool,Nottingham Forest,"['3 ', ' 0']",1.29,5.75,11.0,1.4,2.88,Liverpool,6,14,6,13,15.62,7.21,8.11,19.79,12.666666666666666,6.666666666666667,2.1666666666666665,Nottingham Forest,6,5,6,7,7.88,8.67,16.36,13.03,6.0,8.0,1.1666666666666667
99,29/10/2023,Manchester United,Manchester City,"['0 ', ' 3']",5.0,3.8,1.67,1.7,2.1,Manchester United,6,7,9,9,6.84,8.41,14.16,15.1,9.666666666666666,5.5,1.5,Manchester City,6,13,6,12,10.29,5.11,11.18,17.97,9.666666666666666,4.333333333333333,2.0
100,04/11/2023,Fulham,Manchester United,"['0 ', ' 1']",3.2,3.6,2.2,1.75,2.05,Fulham,6,5,6,8,6.75,7.02,11.31,14.32,8.0,5.833333333333333,1.3333333333333333,Manchester United,7,7,12,9,7.55,12.96,14.94,15.48,8.857142857142858,7.714285714285714,1.2857142857142858
101,04/11/2023,Brentford,West Ham,"['3 ', ' 2']",2.05,3.6,3.5,1.73,2.08,Brentford,6,8,7,7,10.63,8.52,11.49,11.9,7.333333333333333,9.333333333333334,1.1666666666666667,West Ham,6,7,13,4,7.84,14.26,19.05,11.01,4.833333333333333,8.833333333333334,0.6666666666666666
102,04/11/2023,Burnley,Crystal Palace,"['0 ', ' 2']",2.75,3.25,2.6,2.2,1.65,Burnley,7,5,14,4,6.02,12.39,14.27,11.51,4.142857142857143,8.857142857142858,0.5714285714285714,Crystal Palace,7,6,11,8,7.64,11.49,13.69,7.33,4.714285714285714,11.428571428571429,1.1428571428571428
103,04/11/2023,Everton,Brighton,"['1 ', ' 1']",3.1,3.6,2.2,1.57,2.35,Everton,6,8,6,9,10.44,7.77,14.32,9.21,6.666666666666667,8.0,1.5,Brighton,6,11,13,8,10.33,8.24,9.44,13.26,6.5,9.166666666666666,1.3333333333333333
104,04/11/2023,Manchester City,Bournemouth,"['6 ', ' 1']",1.1,11.0,19.0,1.29,3.6,Manchester City,6,11,5,12,12.84,4.36,12.83,17.16,11.833333333333334,4.333333333333333,2.0,Bournemouth,6,4,13,4,6.66,13.99,11.87,6.79,8.666666666666666,11.166666666666666,0.6666666666666666
105,04/11/2023,Sheffield United,Wolverhampton Wanderers,"['2 ', ' 1']",3.8,3.5,2.0,1.91,1.99,Sheffield United,6,3,22,0,3.97,17.23,16.42,8.71,3.6666666666666665,12.166666666666666,0.0,Wolverhampton Wanderers,7,11,12,9,8.05,13.53,11.38,9.43,6.428571428571429,10.571428571428571,1.2857142857142858
106,04/11/2023,Newcastle United,Arsenal,"['1 ', ' 0']",2.8,3.2,2.6,1.95,1.95,Newcastle United,6,19,4,14,17.73,4.9,8.64,13.99,7.333333333333333,4.5,2.3333333333333335,Arsenal,7,18,5,17,13.61,6.71,10.23,18.51,9.0,6.428571428571429,2.4285714285714284
107,05/11/2023,Nottingham Forest,Aston Villa,"['2 ', ' 0']",4.2,3.75,1.85,1.73,2.08,Nottingham Forest,6,4,9,4,7.37,9.09,17.91,13.36,6.166666666666667,6.833333333333333,0.6666666666666666,Aston Villa,6,18,5,16,12.59,6.92,10.95,10.86,11.333333333333334,5.833333333333333,2.6666666666666665
108,05/11/2023,Luton,Liverpool,"['1 ', ' 1']",12.0,6.5,1.22,1.36,3.1,Luton,7,7,11,5,9.54,15.83,15.64,8.05,5.571428571428571,8.571428571428571,0.7142857142857143,Liverpool,6,14,6,13,15.59,7.23,8.01,17.91,12.666666666666666,6.666666666666667,2.1666666666666665
109,06/11/2023,Tottenham,Chelsea,"['1 ', ' 4']",2.0,3.75,3.5,1.7,2.1,Tottenham,6,11,5,16,11.56,6.41,6.68,12.98,14.666666666666666,4.833333333333333,2.6666666666666665,Chelsea,6,8,6,8,9.99,7.85,10.04,15.4,11.166666666666666,6.0,1.3333333333333333
