,Date,HomeTeam,AwayTeam,Result,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
218,13/01/2019,Tottenham,Manchester United,"['0 ', ' 1']",Tottenham,21,46,21,48,36.17,25.97,9.54,14.49,6.19047619047619,5.47619047619048,2.28571428571429,Manchester United,21,43,32,38,38.84,30.6,9.71,14.25,7.66666666666667,6.90476190476191,1.80952380952381
219,14/01/2019,Manchester City,Wolverhampton Wanderers,"['3 ', ' 0']",Manchester City,21,56,17,50,51.57,17.3,9.17,27.2,14.3809523809524,3.9047619047619,2.38095238095238,Wolverhampton Wanderers,21,23,25,29,27.25,20.38,13.17,12.51,4.76190476190476,5.80952380952381,1.38095238095238
220,19/01/2019,Wolverhampton Wanderers,Leicester,"['4 ', ' 3']",Wolverhampton Wanderers,22,23,28,29,27.35,23.5,13.61,12.12,4.59090909090909,6.5,1.31818181818182,Leicester,22,26,25,31,27.06,25.99,10.91,9.6,4.68181818181818,6.63636363636364,1.40909090909091
221,19/01/2019,Bournemouth,West Ham,"['2 ', ' 0']",Bournemouth,22,31,42,27,33.52,35.9,16.25,10.48,7.18181818181818,8.09090909090909,1.22727272727273,West Ham,22,30,32,31,27.58,35.09,12.34,9.14,6.77272727272727,6.31818181818182,1.40909090909091
222,19/01/2019,Liverpool,Crystal Palace,"['4 ', ' 3']",Liverpool,22,50,10,57,48,17.3,11.58,18.04,11.0454545454545,4,2.59090909090909,Crystal Palace,22,20,28,22,25.98,28.41,13.27,9.36,6.18181818181818,5.59090909090909,1
223,19/01/2019,Manchester United,Brighton,"['2 ', ' 1']",Manchester United,22,44,32,41,39.79,32.4,10.07,13.77,7.40909090909091,7.27272727272727,1.86363636363636,Brighton,22,24,30,26,22.38,34.49,13.42,9.26,3.40909090909091,7.77272727272727,1.18181818181818
224,19/01/2019,Newcastle United,Cardiff,"['3 ', ' 0']",Newcastle United,22,16,31,18,19.38,36.65,13.53,8.67,3.95454545454545,8.09090909090909,0.818181818181818,Cardiff,22,19,41,19,23.37,36.13,15.12,6.12,3.86363636363636,9,0.863636363636364
225,19/01/2019,Southampton,Everton,"['2 ', ' 1']",Southampton,22,23,39,19,27.46,35.29,12.73,9.87,4.90909090909091,8.54545454545455,0.863636363636364,Everton,22,33,31,30,31.45,32.99,10.4,9.91,5.40909090909091,5.27272727272727,1.36363636363636
226,19/01/2019,Watford,Burnley,"['0 ', ' 0']",Watford,22,32,32,32,32.55,30.31,11.01,9.86,7.40909090909091,5.77272727272727,1.45454545454545,Burnley,22,23,43,21,23.74,40.98,13.51,10.85,4.54545454545455,8.13636363636364,0.954545454545455
227,19/01/2019,Arsenal,Chelsea,"['2 ', ' 0']",Arsenal,22,46,32,41,35.48,30.58,8.84,13.97,10.1818181818182,5.68181818181818,1.86363636363636,Chelsea,22,40,17,47,38.74,18.89,9.47,15.29,8.22727272727273,4.04545454545455,2.13636363636364
228,20/01/2019,Huddersfield,Manchester City,"['0 ', ' 3']",Huddersfield,22,13,37,11,15.09,33.91,9.66,11.37,3.72727272727273,4.90909090909091,0.5,Manchester City,22,59,17,53,54.69,17.4,9,27.57,14.6818181818182,3.77272727272727,2.40909090909091
229,20/01/2019,Fulham,Tottenham,"['1 ', ' 2']",Fulham,22,20,49,14,23.02,41.46,14.13,10.34,4.31818181818182,8.36363636363636,0.636363636363636,Tottenham,22,46,22,48,37.97,26.93,9.35,14.68,6.59090909090909,5.31818181818182,2.18181818181818
230,29/01/2019,Arsenal,Cardiff,"['2 ', ' 1']",Arsenal,23,48,32,44,37.58,31.34,8.89,13.54,9.95652173913044,6.26086956521739,1.91304347826087,Cardiff,23,19,44,19,23.63,38.65,14.86,6.07,4.08695652173913,8.91304347826087,0.826086956521739
231,29/01/2019,Fulham,Brighton,"['4 ', ' 2']",Fulham,23,21,51,14,23.96,43.39,14.39,10.18,4.34782608695652,8.56521739130435,0.608695652173913,Brighton,23,25,32,26,23.01,37.13,13.55,9.48,3.34782608695652,7.65217391304348,1.1304347826087
232,29/01/2019,Huddersfield,Everton,"['0 ', ' 1']",Huddersfield,23,13,40,11,15.86,35.93,10.04,11.29,3.60869565217391,5.26086956521739,0.478260869565217,Everton,23,34,33,30,32.77,34.05,10.28,9.81,5.56521739130435,5.21739130434783,1.30434782608696
233,29/01/2019,Wolverhampton Wanderers,West Ham,"['3 ', ' 0']",Wolverhampton Wanderers,23,27,31,32,29.56,24.83,13.4,11.96,4.73913043478261,6.60869565217391,1.39130434782609,West Ham,23,30,34,31,28.55,36.34,12.31,9.38,6.73913043478261,6.17391304347826,1.34782608695652
234,29/01/2019,Manchester United,Burnley,"['2 ', ' 2']",Manchester United,23,46,33,44,42.43,33.04,10.27,13.89,7.30434782608696,7.04347826086957,1.91304347826087,Burnley,23,23,43,22,25.71,42.05,13.47,10.62,4.69565217391304,8.08695652173913,0.956521739130435
235,29/01/2019,Newcastle United,Manchester City,"['2 ', ' 1']",Newcastle United,23,19,31,21,21.9,36.9,13.17,8.71,4.08695652173913,8.1304347826087,0.91304347826087,Manchester City,23,62,17,56,56.7,18.16,9.01,27.22,14.6086956521739,3.65217391304348,2.43478260869565
236,30/01/2019,Bournemouth,Chelsea,"['4 ', ' 0']",Bournemouth,23,33,42,30,34.77,36.88,16.23,10.51,7,8,1.30434782608696,Chelsea,23,40,19,47,39.5,20.99,9.26,14.97,8.69565217391304,4.08695652173913,2.04347826086957
237,30/01/2019,Southampton,Crystal Palace,"['1 ', ' 1']",Southampton,23,25,40,22,28.52,36.61,12.46,9.76,4.86956521739131,8.56521739130435,0.956521739130435,Crystal Palace,23,23,32,22,26.68,31.24,13.8,9.21,6.04347826086957,5.95652173913044,0.956521739130435
238,30/01/2019,Liverpool,Leicester,"['1 ', ' 1']",Liverpool,23,54,13,60,50.83,18,11.28,18.45,11.1739130434783,3.95652173913043,2.60869565217391,Leicester,23,29,29,31,28.4,28.21,10.81,9.58,4.86956521739131,6.69565217391304,1.34782608695652
239,30/01/2019,Tottenham,Watford,"['2 ', ' 1']",Tottenham,23,48,23,51,39.9,27.87,9.22,14.89,6.86956521739131,5.30434782608696,2.21739130434783,Watford,23,32,32,33,33.61,32.28,10.83,9.96,7.39130434782609,5.86956521739131,1.43478260869565
240,02/02/2019,Tottenham,Newcastle United,"['1 ', ' 0']",Tottenham,24,50,24,54,41.27,28.35,9.16,14.95,7.04166666666667,5.20833333333333,2.25,Newcastle United,24,21,32,24,22.89,38.24,13.46,8.49,4,8.25,1
241,02/02/2019,Brighton,Watford,"['0 ', ' 0']",Brighton,24,27,36,26,25.38,40.59,13.68,9.49,3.41666666666667,7.58333333333333,1.08333333333333,Watford,24,33,34,33,34.09,33.64,11.03,9.87,7.20833333333333,6.08333333333333,1.375
242,02/02/2019,Burnley,Southampton,"['1 ', ' 1']",Burnley,24,25,45,23,26.64,45.28,13.65,10.51,4.58333333333333,8.41666666666667,0.958333333333333,Southampton,24,26,41,23,29.85,38.14,12.08,10.18,4.91666666666667,8.5,0.958333333333333
243,02/02/2019,Chelsea,Huddersfield,"['5 ', ' 0']",Chelsea,24,40,23,47,40.22,23.14,9.27,15.12,8.875,4.33333333333333,1.95833333333333,Huddersfield,24,13,41,11,16.59,36.99,10.03,11.21,3.54166666666667,5.16666666666667,0.458333333333333
244,02/02/2019,Crystal Palace,Fulham,"['2 ', ' 0']",Crystal Palace,24,24,33,23,28.21,32.57,14.12,9.02,6.08333333333333,5.95833333333333,0.958333333333333,Fulham,24,25,53,17,27.42,45.76,14.21,10.44,4.41666666666667,8.41666666666667,0.708333333333333
245,02/02/2019,Everton,Wolverhampton Wanderers,"['1 ', ' 3']",Everton,24,35,33,33,33.82,34.78,10.27,9.81,5.45833333333333,5.08333333333333,1.375,Wolverhampton Wanderers,24,30,31,35,31.6,24.96,13.35,12.02,4.83333333333333,6.5,1.45833333333333
246,02/02/2019,Cardiff,Bournemouth,"['2 ', ' 0']",Cardiff,24,20,46,19,24.23,41.34,15.2,6.12,4,9.41666666666667,0.791666666666667,Bournemouth,24,37,42,33,36.92,37.6,16.41,10.47,7.125,8.20833333333333,1.375
247,03/02/2019,Leicester,Manchester United,"['0 ', ' 1']",Leicester,24,30,30,32,29.53,28.79,11.3,9.3,4.91666666666667,6.91666666666667,1.33333333333333,Manchester United,24,48,35,45,45.67,33.97,10.18,14.05,7.66666666666667,6.83333333333333,1.875
248,03/02/2019,Manchester City,Arsenal,"['3 ', ' 1']",Manchester City,24,63,19,56,58.04,19.16,8.79,26.89,14.4583333333333,3.58333333333333,2.33333333333333,Arsenal,24,50,33,47,40.27,31.94,8.85,13.83,10.4166666666667,6.08333333333333,1.95833333333333
249,04/02/2019,West Ham,Liverpool,"['1 ', ' 1']",West Ham,24,30,37,31,28.68,38.38,12.35,9.46,6.625,6.20833333333333,1.29166666666667,Liverpool,24,55,14,61,51.41,19.13,10.85,18.7,11.2083333333333,4.04166666666667,2.54166666666667
250,06/02/2019,Everton,Manchester City,"['0 ', ' 2']",Everton,25,36,36,33,35.19,36.64,10.15,9.92,5.48,4.96,1.32,Manchester City,25,66,20,59,61.07,19.86,8.78,26.27,14.76,3.56,2.36
251,09/02/2019,Fulham,Manchester United,"['0 ', ' 3']",Fulham,25,25,55,17,27.98,47.96,14.13,10.61,4.32,8.36,0.68,Manchester United,25,49,35,48,47.17,35.37,10.23,13.92,7.52,6.88,1.92
252,09/02/2019,Crystal Palace,West Ham,"['1 ', ' 1']",Crystal Palace,25,26,33,26,30.41,33.13,14.13,9.09,6.12,5.8,1.04,West Ham,25,31,38,32,29.47,39.5,12.55,9.28,6.6,6.16,1.28
253,09/02/2019,Huddersfield,Arsenal,"['1 ', ' 2']",Huddersfield,25,13,46,11,16.85,39.93,10.4,10.98,3.44,5.72,0.44,Arsenal,25,51,36,47,40.97,34.97,9.09,13.58,10.12,6.72,1.88
254,09/02/2019,Liverpool,Bournemouth,"['3 ', ' 0']",Liverpool,25,56,15,62,52.53,19.92,10.59,18.62,10.96,4.12,2.48,Bournemouth,25,37,44,33,37.27,40.13,15.89,10.63,7.2,8.08,1.32
255,09/02/2019,Southampton,Cardiff,"['1 ', ' 2']",Southampton,25,27,42,24,30.64,40.14,11.87,10.16,4.88,8.52,0.96,Cardiff,25,22,46,22,26.76,41.69,15.16,6.05,4.04,9.4,0.88
256,09/02/2019,Watford,Everton,"['1 ', ' 0']",Watford,25,33,34,34,34.37,35.48,10.98,9.59,7.08,6.16,1.36,Everton,26,36,38,33,35.3,39.25,10.34,9.86,5.42307692307692,5.34615384615385,1.26923076923077
257,09/02/2019,Brighton,Burnley,"['1 ', ' 3']",Brighton,25,27,36,27,27.22,40.87,13.19,9.51,3.6,7.44,1.08,Burnley,25,26,46,24,28.65,46.07,13.5,10.33,4.76,8.24,0.96
258,10/02/2019,Tottenham,Leicester,"['3 ', ' 1']",Tottenham,25,51,24,57,44.37,28.75,9.15,15.17,7.24,5,2.28,Leicester,25,30,31,32,30.93,30.28,11.31,9.36,5.04,6.8,1.28
259,10/02/2019,Manchester City,Chelsea,"['6 ', ' 0']",Manchester City,26,68,20,62,63.68,19.97,8.75,25.72,14.7692307692308,3.57692307692308,2.38461538461538,Chelsea,25,45,23,50,43.16,23.4,9.17,15.31,9.28,4.2,2
260,11/02/2019,Wolverhampton Wanderers,Newcastle United,"['1 ', ' 1']",Wolverhampton Wanderers,25,33,32,38,33.46,26.33,13.31,11.81,4.72,6.48,1.52,Newcastle United,25,21,33,24,23.29,41.35,13.72,8.5,3.84,8.4,0.96
261,22/02/2019,Cardiff,Watford,"['1 ', ' 5']",Cardiff,26,24,47,25,27.74,43.4,15.19,5.91,4,9.26923076923077,0.961538461538462,Watford,26,34,34,37,35.91,36.12,10.68,9.43,7.07692307692308,6.03846153846154,1.42307692307692
262,22/02/2019,West Ham,Fulham,"['3 ', ' 1']",West Ham,26,32,39,33,31.22,42.18,12.67,9.27,6.61538461538462,6.65384615384615,1.26923076923077,Fulham,26,25,58,17,30.17,50.09,13.77,10.72,4.30769230769231,8.69230769230769,0.653846153846154
263,23/02/2019,Burnley,Tottenham,"['2 ', ' 1']",Burnley,26,29,47,27,30.48,47.39,13.82,10.31,4.73076923076923,8.26923076923077,1.03846153846154,Tottenham,26,54,25,60,45.58,31.77,9.17,15.08,7.15384615384615,5.15384615384615,2.30769230769231
264,23/02/2019,Bournemouth,Wolverhampton Wanderers,"['1 ', ' 1']",Bournemouth,26,37,47,33,37.66,42.66,16.43,10.45,7.11538461538462,8.42307692307692,1.26923076923077,Wolverhampton Wanderers,26,34,33,39,35.77,26.76,13.17,11.97,4.76923076923077,6.34615384615385,1.5
265,23/02/2019,Newcastle United,Huddersfield,"['2 ', ' 0']",Newcastle United,26,22,34,25,23.72,43.66,13.77,8.56,3.80769230769231,8.30769230769231,0.961538461538462,Huddersfield,26,14,48,11,18.82,41.4,9.89,10.93,3.53846153846154,5.88461538461539,0.423076923076923
266,23/02/2019,Leicester,Crystal Palace,"['1 ', ' 4']",Leicester,26,31,34,32,33.95,31.49,11.38,9.37,5.19230769230769,6.73076923076923,1.23076923076923,Crystal Palace,26,27,34,27,33.09,34.88,13.94,9.28,6.61538461538462,5.84615384615385,1.03846153846154
267,24/02/2019,Arsenal,Southampton,"['2 ', ' 0']",Arsenal,26,53,37,50,42.44,36.94,9.13,12.81,10.1153846153846,6.69230769230769,1.92307692307692,Southampton,26,28,44,24,32.35,41.12,11.5,10.36,4.92307692307692,8.30769230769231,0.923076923076923
268,24/02/2019,Manchester United,Liverpool,"['0 ', ' 0']",Manchester United,26,52,35,51,49.3,37.56,10.38,13.61,7.88461538461539,6.76923076923077,1.96153846153846,Liverpool,26,59,15,65,55.06,20.31,10.41,19.02,11.1923076923077,4.15384615384615,2.5
269,26/02/2019,Cardiff,Everton,"['0 ', ' 3']",Cardiff,27,25,52,25,29.64,46.16,15.21,5.9,4.03703703703704,9.22222222222222,0.925925925925926,Everton,27,36,39,33,35.94,40.78,10.17,9.65,5.33333333333333,5.40740740740741,1.22222222222222
270,26/02/2019,Huddersfield,Wolverhampton Wanderers,"['1 ', ' 0']",Huddersfield,27,14,50,11,18.95,44.43,10.25,10.99,3.48148148148148,6.18518518518519,0.407407407407407,Wolverhampton Wanderers,27,35,34,40,36.97,28.89,12.86,11.87,4.7037037037037,6.33333333333333,1.48148148148148
271,26/02/2019,Leicester,Brighton,"['2 ', ' 1']",Leicester,27,32,38,32,34.9,33.07,11.25,9.53,5.2962962962963,6.59259259259259,1.18518518518519,Brighton,26,28,39,27,28.53,42.7,13.12,9.9,3.80769230769231,7.30769230769231,1.03846153846154
272,26/02/2019,Newcastle United,Burnley,"['2 ', ' 0']",Newcastle United,27,24,34,28,26.76,43.79,13.72,9.03,4.18518518518519,8.07407407407407,1.03703703703704,Burnley,27,31,48,30,31.56,48.23,13.71,10.08,4.7037037037037,8.11111111111111,1.11111111111111
273,27/02/2019,Arsenal,Bournemouth,"['5 ', ' 1']",Arsenal,27,55,37,53,44.79,37.55,9.18,12.77,10.4444444444444,6.51851851851852,1.96296296296296,Bournemouth,27,38,48,34,39.79,43.86,16.07,10.27,7.07407407407407,8.22222222222222,1.25925925925926
274,27/02/2019,Southampton,Fulham,"['2 ', ' 0']",Southampton,27,28,46,24,32.96,43.47,11.51,10.39,4.81481481481482,8.7037037037037,0.888888888888889,Fulham,27,26,61,17,31.41,52.82,13.74,10.49,4.2962962962963,9.03703703703704,0.62962962962963
275,27/02/2019,Crystal Palace,Manchester United,"['1 ', ' 3']",Crystal Palace,27,31,35,30,34.67,35.83,13.97,9.23,6.48148148148148,5.92592592592593,1.11111111111111,Manchester United,27,52,35,52,49.77,37.94,10.49,13.22,7.77777777777778,6.88888888888889,1.92592592592593
276,27/02/2019,Chelsea,Tottenham,"['2 ', ' 0']",Chelsea,26,45,29,50,44.06,27.44,9.68,15.3,9.23076923076923,4.46153846153846,1.92307692307692,Tottenham,27,55,27,60,46.43,32.85,9.02,14.93,7.03703703703704,5.11111111111111,2.22222222222222
277,27/02/2019,Liverpool,Watford,"['5 ', ' 0']",Liverpool,27,59,15,66,55.44,20.78,10.18,18.71,11.1481481481481,4.18518518518519,2.44444444444444,Watford,27,39,35,40,38.67,38.02,10.47,9.69,7.11111111111111,6,1.48148148148148
278,27/02/2019,Manchester City,West Ham,"['1 ', ' 0']",Manchester City,27,74,20,65,67.72,20.87,8.97,25.56,14.6296296296296,3.74074074074074,2.40740740740741,West Ham,27,35,40,36,33.95,43.42,12.26,9.4,7.03703703703704,6.55555555555556,1.33333333333333
279,02/03/2019,Tottenham,Arsenal,"['1 ', ' 1']",Tottenham,28,55,29,60,47.15,33.48,8.95,14.99,7,5.10714285714286,2.14285714285714,Arsenal,28,60,38,56,47.98,38.44,9.27,12.95,10.5357142857143,6.53571428571429,2
280,02/03/2019,Bournemouth,Manchester City,"['0 ', ' 1']",Bournemouth,28,39,53,34,40.68,47.05,16.22,10.33,7.07142857142857,8.39285714285714,1.21428571428571,Manchester City,28,75,20,68,71.4,21.27,8.98,25.9,14.9642857142857,3.71428571428571,2.42857142857143
281,02/03/2019,Brighton,Huddersfield,"['1 ', ' 0']",Brighton,27,29,41,27,29.74,44.62,13.37,10.06,3.88888888888889,7.44444444444445,1,Huddersfield,28,15,50,14,20.41,45,10.17,11.11,3.57142857142857,6,0.5
282,02/03/2019,Burnley,Crystal Palace,"['1 ', ' 3']",Burnley,28,31,50,30,33.3,49.94,13.65,10.13,4.78571428571429,7.96428571428571,1.07142857142857,Crystal Palace,28,32,38,30,36.36,37.37,14.01,9.23,6.32142857142857,5.89285714285714,1.07142857142857
283,02/03/2019,Manchester United,Southampton,"['3 ', ' 2']",Manchester United,28,55,36,55,51.31,39.64,10.44,13.27,7.67857142857143,6.71428571428571,1.96428571428571,Southampton,28,30,46,27,34.12,44.27,11.5,10.42,4.85714285714286,8.53571428571429,0.964285714285714
284,02/03/2019,Wolverhampton Wanderers,Cardiff,"['2 ', ' 0']",Wolverhampton Wanderers,28,35,35,40,37.54,30.36,12.92,11.7,4.57142857142857,6.32142857142857,1.42857142857143,Cardiff,28,25,55,25,29.86,47.3,14.81,5.86,4.07142857142857,9.07142857142857,0.892857142857143
285,02/03/2019,West Ham,Newcastle United,"['2 ', ' 0']",West Ham,28,35,41,36,34.35,47.1,12.71,9.4,6.89285714285714,7.17857142857143,1.28571428571429,Newcastle United,28,26,34,31,28.46,45.53,13.65,9.14,4.17857142857143,8.03571428571429,1.10714285714286
286,03/03/2019,Watford,Leicester,"['2 ', ' 1']",Watford,28,39,40,40,39.3,40.76,10.83,9.76,6.96428571428571,6.17857142857143,1.42857142857143,Leicester,28,34,39,35,36.82,34.28,11.35,9.8,5.5,6.57142857142857,1.25
287,03/03/2019,Fulham,Chelsea,"['1 ', ' 2']",Fulham,28,26,63,17,32.2,53.98,13.68,10.53,4.28571428571429,8.92857142857143,0.607142857142857,Chelsea,27,47,29,53,44.69,28.16,9.92,14.93,9.07407407407407,4.51851851851852,1.96296296296296
288,03/03/2019,Everton,Liverpool,"['0 ', ' 0']",Everton,28,39,39,36,37.08,41,10.01,9.59,5.32142857142857,5.39285714285714,1.28571428571429,Liverpool,28,64,15,69,58.18,21.41,10.23,18.89,11.1428571428571,4.14285714285714,2.46428571428571
289,09/03/2019,Crystal Palace,Brighton,"['1 ', ' 2']",Crystal Palace,29,35,39,33,37.07,39.28,14.03,9.17,6.27586206896552,6.10344827586207,1.13793103448276,Brighton,28,30,41,30,31.14,44.82,13.28,10.21,3.92857142857143,7.21428571428571,1.07142857142857
290,09/03/2019,Cardiff,West Ham,"['2 ', ' 0']",Cardiff,29,25,57,25,30.56,50.51,14.56,5.95,4.03448275862069,9,0.862068965517241,West Ham,29,37,41,39,36.24,48.28,12.68,9.49,6.82758620689655,7.3448275862069,1.3448275862069
291,09/03/2019,Huddersfield,Bournemouth,"['0 ', ' 2']",Huddersfield,29,15,51,14,20.61,46.4,10.29,11.1,3.48275862068966,5.96551724137931,0.482758620689655,Bournemouth,29,39,54,34,40.68,48.64,16.62,10.24,6.82758620689655,8.6551724137931,1.17241379310345
292,09/03/2019,Leicester,Fulham,"['3 ', ' 1']",Leicester,29,35,41,35,37.61,35.64,11.4,9.9,5.37931034482759,6.48275862068966,1.20689655172414,Fulham,29,27,65,17,33.1,55.51,13.92,10.52,4.27586206896552,9.06896551724138,0.586206896551724
293,09/03/2019,Newcastle United,Everton,"['3 ', ' 2']",Newcastle United,29,26,36,31,29.65,47.42,13.56,9.22,4.44827586206897,7.93103448275862,1.06896551724138,Everton,29,39,39,37,37.32,41.81,10.15,9.5,5.17241379310345,5.58620689655172,1.27586206896552
294,09/03/2019,Southampton,Tottenham,"['2 ', ' 1']",Southampton,29,32,49,27,34.7,46.81,11.62,10.33,4.86206896551724,8.55172413793103,0.931034482758621,Tottenham,29,56,30,61,48.92,36.94,8.87,14.71,7,5.13793103448276,2.10344827586207
295,09/03/2019,Manchester City,Watford,"['3 ', ' 1']",Manchester City,29,76,20,71,73,21.27,8.91,26.1,15,3.58620689655172,2.44827586206897,Watford,29,41,41,43,40.66,41.56,10.89,9.85,6.86206896551724,6.03448275862069,1.48275862068966
296,10/03/2019,Liverpool,Burnley,"['4 ', ' 2']",Liverpool,29,64,15,70,59,21.66,10.11,18.74,11.1379310344828,4.03448275862069,2.41379310344828,Burnley,29,32,53,30,35.21,50.64,13.43,10.26,5.03448275862069,7.86206896551724,1.03448275862069
297,10/03/2019,Chelsea,Wolverhampton Wanderers,"['1 ', ' 1']",Chelsea,28,49,30,56,46.22,29.06,9.93,15.09,9.21428571428571,4.5,2,Wolverhampton Wanderers,29,37,35,43,40.75,31.06,12.82,11.61,4.6551724137931,6.20689655172414,1.48275862068966
298,10/03/2019,Arsenal,Manchester United,"['2 ', ' 0']",Arsenal,29,61,39,57,51.44,40.2,9.26,12.77,10.3793103448276,6.55172413793104,1.96551724137931,Manchester United,29,58,38,58,53.86,40.21,10.36,13.34,7.72413793103448,6.6551724137931,2
299,16/03/2019,Bournemouth,Newcastle United,"['2 ', ' 2']",Bournemouth,30,41,54,37,42.84,48.98,16.5,10.07,7.03333333333333,8.6,1.23333333333333,Newcastle United,30,29,38,34,32.02,48.57,13.43,9.1,4.53333333333333,8,1.13333333333333
300,16/03/2019,Burnley,Leicester,"['1 ', ' 2']",Burnley,30,34,57,30,35.68,54.77,13.48,10.21,4.96666666666667,8.1,1,Leicester,30,38,42,38,39.75,35.79,11.37,10.03,5.46666666666667,6.33333333333333,1.26666666666667
301,16/03/2019,West Ham,Huddersfield,"['4 ', ' 3']",West Ham,30,37,43,39,36.53,51.78,12.43,9.68,6.8,7.23333333333333,1.3,Huddersfield,30,15,53,14,20.95,48.57,10.13,11.16,3.6,6.2,0.466666666666667
302,17/03/2019,Fulham,Liverpool,"['1 ', ' 2']",Fulham,30,28,68,17,33.25,57.65,13.92,10.53,4.2,9.03333333333333,0.566666666666667,Liverpool,30,68,17,73,63.12,22.13,10.07,18.6,11.2666666666667,4,2.43333333333333
303,17/03/2019,Everton,Chelsea,"['2 ', ' 0']",Everton,30,41,42,37,38.48,44.19,10,9.51,5.33333333333333,5.63333333333333,1.23333333333333,Chelsea,29,50,31,57,47.27,29.67,9.78,15.22,9.17241379310345,4.41379310344828,1.96551724137931
304,30/03/2019,Fulham,Manchester City,"['0 ', ' 2']",Fulham,31,29,70,17,34.17,60.38,14.09,10.44,4.19354838709677,9.19354838709677,0.548387096774194,Manchester City,30,79,21,74,76.75,21.68,8.89,26.33,15.2333333333333,3.6,2.46666666666667
305,30/03/2019,Brighton,Southampton,"['0 ', ' 1']",Brighton,29,32,42,33,31.27,46.26,13.19,10.13,3.86206896551724,7.37931034482759,1.13793103448276,Southampton,30,34,50,30,36.78,48.08,11.48,10.29,4.86666666666667,8.43333333333333,1
306,30/03/2019,Burnley,Wolverhampton Wanderers,"['2 ', ' 0']",Burnley,31,35,59,30,36.85,55.37,13.32,10.44,5.2258064516129,7.96774193548387,0.967741935483871,Wolverhampton Wanderers,30,38,36,44,41.36,32.11,13.03,11.4,4.56666666666667,6.26666666666667,1.46666666666667
307,30/03/2019,Crystal Palace,Huddersfield,"['2 ', ' 0']",Crystal Palace,30,36,41,33,38.51,39.41,13.79,9.26,6.46666666666667,5.96666666666667,1.1,Huddersfield,31,18,57,14,22.62,50.45,10.24,10.99,3.51612903225806,6.51612903225807,0.451612903225806
308,30/03/2019,Leicester,Bournemouth,"['2 ', ' 0']",Leicester,31,40,43,41,40.36,36.96,11.54,9.96,5.41935483870968,6.54838709677419,1.32258064516129,Bournemouth,31,43,56,38,44.46,50.01,16.4,10.09,6.93548387096774,8.58064516129032,1.2258064516129
309,30/03/2019,Manchester United,Watford,"['2 ', ' 1']",Manchester United,30,58,40,58,56.23,41.74,10.27,13.33,7.7,6.73333333333333,1.93333333333333,Watford,30,42,44,43,41.07,45.31,11.23,9.79,6.76666666666667,6.56666666666667,1.43333333333333
310,30/03/2019,West Ham,Everton,"['0 ', ' 2']",West Ham,31,41,46,42,38.42,53.44,12.22,9.81,7.09677419354839,7.03225806451613,1.35483870967742,Everton,31,43,42,40,40.72,45.43,10.13,9.48,5.25806451612903,5.83870967741936,1.29032258064516
311,31/03/2019,Cardiff,Chelsea,"['1 ', ' 2']",Cardiff,30,27,57,28,34.05,50.81,14.61,5.89,4.03333333333333,8.9,0.933333333333333,Chelsea,30,50,33,57,48.52,31.91,9.73,15.15,9.26666666666667,4.36666666666667,1.9
312,31/03/2019,Liverpool,Tottenham,"['2 ', ' 1']",Liverpool,31,70,18,76,65.85,23.04,9.99,18.66,11.3548387096774,4,2.45161290322581,Tottenham,30,57,32,61,50.19,39.01,8.87,14.41,6.93333333333333,5.13333333333333,2.03333333333333
313,01/04/2019,Arsenal,Newcastle United,"['2 ', ' 0']",Arsenal,30,63,39,60,52.96,42.57,9.38,12.61,10.3333333333333,6.56666666666667,2,Newcastle United,31,31,40,35,33.05,50.19,13.35,9.21,4.64516129032258,7.87096774193548,1.12903225806452
314,02/04/2019,Watford,Fulham,"['4 ', ' 1']",Watford,31,43,46,43,42.42,47.3,11.24,9.82,7.16129032258065,6.74193548387097,1.38709677419355,Fulham,32,29,72,17,34.83,62.7,14.45,10.37,4.15625,9.34375,0.53125
315,02/04/2019,Wolverhampton Wanderers,Manchester United,"['2 ', ' 1']",Wolverhampton Wanderers,31,38,38,44,41.76,32.68,12.98,11.45,4.54838709677419,6.12903225806452,1.41935483870968,Manchester United,31,60,41,61,58.21,43.09,10.28,13.29,7.83870967741936,7.12903225806452,1.96774193548387
316,03/04/2019,Chelsea,Brighton,"['3 ', ' 0']",Chelsea,31,52,34,60,50.59,32.36,9.5,15.07,9.29032258064516,4.32258064516129,1.93548387096774,Brighton,30,32,43,33,31.83,47.12,12.91,10.15,4,7.53333333333333,1.1
317,03/04/2019,Tottenham,Crystal Palace,"['2 ', ' 0']",Tottenham,31,58,34,61,51.24,40.11,9.07,14.5,6.83870967741936,5.2258064516129,1.96774193548387,Crystal Palace,31,38,41,36,41.36,40.33,13.78,9.31,6.54838709677419,5.93548387096774,1.16129032258065
318,03/04/2019,Manchester City,Cardiff,"['2 ', ' 0']",Manchester City,31,81,21,77,79.07,22.34,8.88,26.52,15.1935483870968,3.58064516129032,2.48387096774194,Cardiff,31,28,59,28,34.5,52.88,14.53,5.78,4,8.93548387096774,0.903225806451613
319,05/04/2019,Southampton,Liverpool,"['1 ', ' 3']",Southampton,31,35,50,33,37.63,48.64,11.45,10.1,5.09677419354839,8.41935483870968,1.06451612903226,Liverpool,32,72,19,79,66.95,24.09,10.19,18.67,11.25,4,2.46875
