,Date,Home Team,Away Team,Result,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
115,09/11/2019,Tottenham,Sheffield United,"['1 ', ' 1']",Tottenham,11,17,16,13,12.4,16.1,11.09,10.5,6.72727272727273,7.63636363636364,1.18181818181818,Sheffield United,11,12,8,16,13.7,14.85,13.45,11.01,4.72727272727273,6.45454545454545,1.45454545454545
116,09/11/2019,Leicester,Arsenal,"['2 ', ' 0']",Leicester,11,27,8,23,14.29,12.18,6.54,12.52,7.18181818181818,4.81818181818182,2.09090909090909,Arsenal,11,16,15,17,15.21,17.07,9.64,11.17,8.90909090909091,5.90909090909091,1.54545454545455
117,10/11/2019,Manchester United,Brighton,"['3 ', ' 1']",Manchester United,11,13,11,13,18.08,9.97,10.21,9.69,6.09090909090909,4.45454545454545,1.18181818181818,Brighton,11,14,14,15,16.37,16.72,8.76,12.94,7.81818181818182,6.63636363636364,1.36363636363636
118,10/11/2019,Wolverhampton Wanderers,Aston Villa,"['2 ', ' 1']",Wolverhampton Wanderers,11,14,14,13,14.38,14.15,15.36,10.16,4.36363636363636,6.90909090909091,1.18181818181818,Aston Villa,11,16,18,11,15.85,20.36,12.21,7.81,5.54545454545455,11.7272727272727,1
119,10/11/2019,Liverpool,Manchester City,"['3 ', ' 1']",Liverpool,11,25,9,31,23.03,10.26,7.08,19.65,10.9090909090909,3.09090909090909,2.81818181818182,Manchester City,11,34,10,25,36.1,12.15,7.69,23.35,15.9090909090909,3.36363636363636,2.27272727272727
120,23/11/2019,West Ham,Tottenham,"['2 ', ' 3']",West Ham,12,14,20,13,16.26,23.86,10.28,9.8,8.16666666666667,7.83333333333333,1.08333333333333,Tottenham,12,18,17,14,13.91,17.02,10.98,10.59,6.5,7.5,1.16666666666667
121,23/11/2019,Bournemouth,Wolverhampton Wanderers,"['1 ', ' 2']",Bournemouth,12,15,15,16,16.5,18.89,11.92,8.76,5.5,8.83333333333333,1.33333333333333,Wolverhampton Wanderers,12,16,15,16,16.48,14.62,14.21,9.73,4.66666666666667,6.33333333333333,1.33333333333333
122,23/11/2019,Arsenal,Southampton,"['2 ', ' 2']",Arsenal,12,16,17,17,16.17,18.44,10.09,10.83,9,6.58333333333333,1.41666666666667,Southampton,12,11,29,8,15.74,22.57,9.36,9.66,4.75,8.41666666666667,0.666666666666667
123,23/11/2019,Brighton,Leicester,"['0 ', ' 2']",Brighton,12,15,17,15,17.5,20.37,8.38,12.85,7.33333333333333,6.83333333333333,1.25,Leicester,12,29,8,26,15.66,13.15,6.7,12.75,7.75,5.25,2.16666666666667
124,23/11/2019,Crystal Palace,Liverpool,"['1 ', ' 2']",Crystal Palace,12,10,16,15,11.96,20.2,14.83,8.34,5.66666666666667,7.83333333333333,1.25,Liverpool,12,28,10,34,24.37,11.74,7.65,18.81,10.5,3.58333333333333,2.83333333333333
125,23/11/2019,Everton,Norwich,"['0 ', ' 2']",Everton,12,13,18,14,17.76,13.09,8.01,10.68,7.08333333333333,4.33333333333333,1.16666666666667,Norwich,12,11,28,7,12.66,26.68,11.11,10.33,7.41666666666667,9.41666666666667,0.583333333333333
126,23/11/2019,Watford,Burnley,"['0 ', ' 3']",Watford,12,8,23,8,15.29,19.94,13.11,11.81,6.41666666666667,6.91666666666667,0.666666666666667,Burnley,12,17,18,15,16.27,14.36,12.5,7.69,3.83333333333333,7,1.25
127,23/11/2019,Manchester City,Chelsea,"['2 ', ' 1']",Manchester City,12,35,13,25,37.58,13.48,7.99,23.13,15.3333333333333,3.58333333333333,2.08333333333333,Chelsea,12,27,17,26,26,14.24,9.81,12.75,7.58333333333333,4.66666666666667,2.16666666666667
128,24/11/2019,Sheffield United,Manchester United,"['3 ', ' 3']",Sheffield United,12,13,9,17,14.62,16.36,13.24,10.88,4.83333333333333,6.25,1.41666666666667,Manchester United,12,16,12,16,21.74,11.1,10.4,9.22,6.33333333333333,4.25,1.33333333333333
129,25/11/2019,Aston Villa,Newcastle United,"['2 ', ' 0']",Aston Villa,12,17,20,11,16.32,22.45,11.45,7.67,5.08333333333333,11.4166666666667,0.916666666666667,Newcastle United,12,11,18,15,10.01,20.23,22.74,7.46,3.16666666666667,10.0833333333333,1.25
130,30/11/2019,Newcastle United,Manchester City,"['2 ', ' 2']",Newcastle United,13,11,20,15,10.71,22.93,22.35,7.45,3.15384615384615,10.3846153846154,1.15384615384615,Manchester City,13,37,14,28,38.81,14.31,8.65,22.68,15.2307692307692,3.76923076923077,2.15384615384615
131,30/11/2019,Burnley,Crystal Palace,"['0 ', ' 2']",Burnley,13,20,18,18,18.93,15.27,12.45,7.56,3.69230769230769,6.84615384615385,1.38461538461538,Crystal Palace,13,11,18,15,12.98,21.84,15.21,8.44,5.84615384615385,8.07692307692308,1.15384615384615
132,30/11/2019,Chelsea,West Ham,"['0 ', ' 1']",Chelsea,13,28,19,26,26.82,15.48,10.37,13.03,7.46153846153846,5.38461538461539,2,West Ham,13,16,23,13,16.92,26.07,10.37,9.75,8,7.46153846153846,1
133,30/11/2019,Liverpool,Brighton,"['2 ', ' 1']",Liverpool,13,30,11,37,26.01,12.77,7.79,19.01,10.5384615384615,3.92307692307692,2.84615384615385,Brighton,13,15,19,15,18.29,23.88,8.74,13.28,7.38461538461539,7,1.15384615384615
134,30/11/2019,Tottenham,Bournemouth,"['3 ', ' 2']",Tottenham,13,21,19,17,16.12,17.68,10.81,10.64,6.23076923076923,7.38461538461539,1.30769230769231,Bournemouth,13,16,17,16,17.35,20.16,12.09,9.07,5.30769230769231,8.69230769230769,1.23076923076923
135,30/11/2019,Southampton,Watford,"['2 ', ' 1']",Southampton,13,13,31,9,18.34,24.18,9.14,9.33,5.15384615384615,8,0.692307692307692,Watford,13,8,26,8,16.19,22.6,12.66,11.8,6.30769230769231,6.53846153846154,0.615384615384615
136,01/12/2019,Norwich,Arsenal,"['2 ', ' 2']",Norwich,13,13,28,10,14.47,27.49,10.85,10.03,7.15384615384615,9.84615384615385,0.769230769230769,Arsenal,13,18,19,18,17.78,21.04,9.71,10.47,8.53846153846154,6.84615384615385,1.38461538461538
137,01/12/2019,Wolverhampton Wanderers,Sheffield United,"['1 ', ' 1']",Wolverhampton Wanderers,13,18,16,19,17.76,15.47,14.17,10.07,4.84615384615385,6.07692307692308,1.46153846153846,Sheffield United,13,16,12,18,16.18,17.69,12.96,10.68,4.69230769230769,6.23076923076923,1.38461538461538
138,01/12/2019,Leicester,Everton,"['2 ', ' 1']",Leicester,13,31,8,29,19.17,13.93,7.21,12.94,7.84615384615385,5.46153846153846,2.23076923076923,Everton,13,13,20,14,18.57,14.9,7.86,10.48,7.69230769230769,4.30769230769231,1.07692307692308
139,01/12/2019,Manchester United,Aston Villa,"['2 ', ' 2']",Manchester United,13,19,15,17,23.07,12.66,10.27,9.33,6.30769230769231,4.15384615384615,1.30769230769231,Aston Villa,13,19,20,14,19.02,23.15,11.11,8.16,5.76923076923077,10.7692307692308,1.07692307692308
140,03/12/2019,Crystal Palace,Bournemouth,"['1 ', ' 0']",Crystal Palace,14,13,18,18,13.92,23.69,14.5,8.44,5.85714285714286,7.85714285714286,1.28571428571429,Bournemouth,14,18,20,16,18.38,23.1,11.73,9.06,5.35714285714286,8.71428571428571,1.14285714285714
141,03/12/2019,Burnley,Manchester City,"['1 ', ' 4']",Burnley,14,20,20,18,20.79,16.2,12.02,7.54,3.78571428571429,6.78571428571429,1.28571428571429,Manchester City,14,39,16,29,41.26,14.51,8.33,23.4,15,3.64285714285714,2.07142857142857
142,04/12/2019,Leicester,Watford,"['2 ', ' 0']",Leicester,14,33,9,32,21.42,15.18,7.11,13.29,7.92857142857143,5.14285714285714,2.28571428571429,Watford,14,9,28,8,16.69,24.57,12.75,11.51,6.21428571428571,6.64285714285714,0.571428571428571
143,04/12/2019,Wolverhampton Wanderers,West Ham,"['2 ', ' 0']",Wolverhampton Wanderers,14,19,17,20,19.03,16.94,13.68,9.82,4.78571428571429,6.21428571428571,1.42857142857143,West Ham,14,17,23,16,18.04,28.8,10.45,9.82,7.64285714285714,7.35714285714286,1.14285714285714
144,04/12/2019,Manchester United,Tottenham,"['2 ', ' 1']",Manchester United,14,21,17,18,24.92,13.96,9.99,9.49,6.78571428571429,4.07142857142857,1.28571428571429,Tottenham,14,24,21,20,19.05,18.71,10.62,10.47,6.42857142857143,7.28571428571429,1.42857142857143
145,04/12/2019,Chelsea,Aston Villa,"['2 ', ' 1']",Chelsea,14,28,20,26,29.55,16.6,10.41,12.86,7.35714285714286,5.21428571428571,1.85714285714286,Aston Villa,14,21,22,15,20.32,25,11.18,8.06,5.57142857142857,10.9285714285714,1.07142857142857
146,04/12/2019,Southampton,Norwich,"['2 ', ' 1']",Southampton,14,15,32,12,20.31,24.68,9.06,9.67,5.35714285714286,7.78571428571429,0.857142857142857,Norwich,14,15,30,11,15.28,29.45,11.47,9.88,6.78571428571429,9.85714285714286,0.785714285714286
147,04/12/2019,Liverpool,Everton,"['5 ', ' 2']",Liverpool,14,32,12,40,27.38,13.64,8.29,18.69,10.5714285714286,3.85714285714286,2.85714285714286,Everton,14,14,22,14,19.82,17.14,8.47,10.11,7.21428571428571,4.64285714285714,1
148,05/12/2019,Sheffield United,Newcastle United,"['0 ', ' 2']",Sheffield United,14,17,13,19,17.66,18.97,12.42,10.4,4.92857142857143,6.07142857142857,1.35714285714286,Newcastle United,14,13,22,16,10.92,25.37,23.05,7.17,3.07142857142857,10.5,1.14285714285714
149,05/12/2019,Arsenal,Brighton,"['1 ', ' 2']",Arsenal,14,20,21,19,19.74,21.85,9.54,10.95,8.64285714285714,6.5,1.35714285714286,Brighton,14,16,21,15,19.15,25.25,9.06,13.41,7.07142857142857,7.28571428571429,1.07142857142857
150,07/12/2019,Everton,Chelsea,"['3 ', ' 1']",Everton,15,16,27,14,21.59,19.56,8.52,10.08,7.13333333333333,5,0.933333333333333,Chelsea,15,30,21,29,31.53,17.46,10.15,12.93,7.8,5,1.93333333333333
151,07/12/2019,Bournemouth,Liverpool,"['0 ', ' 3']",Bournemouth,15,18,21,16,18.72,23.48,11.34,9.53,5.66666666666667,8.53333333333333,1.06666666666667,Liverpool,15,37,14,43,29.79,15.4,8.36,17.36,10.5333333333333,4,2.86666666666667
152,07/12/2019,Tottenham,Burnley,"['5 ', ' 0']",Tottenham,15,25,23,20,19.59,20.19,10.44,10.19,6.13333333333333,6.86666666666667,1.33333333333333,Burnley,15,21,24,18,21.27,18.76,12.72,7.67,3.73333333333333,7.2,1.2
153,07/12/2019,Watford,Crystal Palace,"['0 ', ' 0']",Watford,15,9,30,8,16.89,26.85,12.81,11.19,6.06666666666667,6.8,0.533333333333333,Crystal Palace,15,14,18,21,14.3,24.03,14.81,8.27,5.86666666666667,8,1.4
154,07/12/2019,Manchester City,Manchester United,"['1 ', ' 2']",Manchester City,15,43,17,32,43.82,15,8.41,23.59,14.8666666666667,3.6,2.13333333333333,Manchester United,15,23,18,21,26.39,14.5,9.68,9.42,6.4,3.93333333333333,1.4
155,08/12/2019,Aston Villa,Leicester,"['1 ', ' 4']",Aston Villa,15,22,24,15,21.18,26.98,11.43,7.98,5.33333333333333,11.1333333333333,1,Leicester,15,35,9,35,23.7,15.38,7.12,13.31,8,5.06666666666667,2.33333333333333
156,08/12/2019,Newcastle United,Southampton,"['2 ', ' 1']",Newcastle United,15,15,22,19,11.45,26.46,24.1,7.18,3.06666666666667,10.6666666666667,1.26666666666667,Southampton,15,17,33,15,22.31,25.58,9.09,9.84,5.6,7.46666666666667,1
157,08/12/2019,Norwich,Sheffield United,"['1 ', ' 2']",Norwich,15,16,32,11,16.17,31.46,11.58,9.83,6.53333333333333,9.8,0.733333333333333,Sheffield United,15,17,15,19,18.75,19.5,12.19,11.63,5.46666666666667,5.86666666666667,1.26666666666667
158,08/12/2019,Brighton,Wolverhampton Wanderers,"['2 ', ' 2']",Brighton,15,18,22,18,20.69,26.21,9.01,13.43,6.86666666666667,7.2,1.2,Wolverhampton Wanderers,15,21,17,23,20.85,17.44,13.24,9.82,4.8,6.06666666666667,1.53333333333333
159,09/12/2019,West Ham,Arsenal,"['1 ', ' 3']",West Ham,15,17,25,16,18.55,30.62,10.41,9.77,7.4,7.2,1.06666666666667,Arsenal,15,21,23,19,20.7,23.38,9.78,10.76,8.46666666666667,6.33333333333333,1.26666666666667
160,14/12/2019,Liverpool,Watford,"['2 ', ' 0']",Liverpool,16,40,14,46,32.84,15.55,8.4,18.55,11.0625,3.875,2.875,Watford,16,9,30,9,18.46,27.06,12.67,11.05,6.125,6.5,0.5625
161,14/12/2019,Burnley,Newcastle United,"['1 ', ' 0']",Burnley,16,21,29,18,22.36,21.16,12.61,7.96,3.5625,6.9375,1.125,Newcastle United,16,17,23,22,12.56,28.35,23.42,6.99,3.0625,10.375,1.375
162,14/12/2019,Chelsea,Bournemouth,"['0 ', ' 1']",Chelsea,16,31,24,29,32.79,19.5,9.87,12.59,8.375,5,1.8125,Bournemouth,16,18,24,16,18.88,26.52,12.48,9.52,5.4375,9.1875,1
163,14/12/2019,Leicester,Norwich,"['1 ', ' 1']",Leicester,16,39,10,38,27.74,16.62,6.94,12.96,8.5625,5.5,2.375,Norwich,16,17,34,11,16.76,32.17,11.62,9.9,6.5625,9.3125,0.6875
164,14/12/2019,Sheffield United,Aston Villa,"['2 ', ' 0']",Sheffield United,16,19,16,22,19.46,20.08,12.12,11.68,5.25,5.9375,1.375,Aston Villa,16,23,28,15,22.42,31.01,11.21,7.72,5.75,11.5,0.9375
165,14/12/2019,Southampton,West Ham,"['0 ', ' 1']",Southampton,16,18,35,15,24.2,26.68,8.78,10.03,5.625,7.1875,0.9375,West Ham,16,18,28,16,19.07,32.42,10.57,10,7.1875,7.1875,1
166,15/12/2019,Manchester United,Everton,"['1 ', ' 1']",Manchester United,16,25,19,24,28.03,16.57,10.11,8.97,6.5,5.125,1.5,Everton,16,19,28,17,23.63,20.81,8.56,9.79,7,5.75,1.0625
167,15/12/2019,Wolverhampton Wanderers,Tottenham,"['1 ', ' 2']",Wolverhampton Wanderers,16,23,19,24,22.73,18.4,13.69,9.52,5.1875,6.0625,1.5,Tottenham,16,30,23,23,21.99,21.28,10.48,10.25,5.9375,6.5,1.4375
168,15/12/2019,Arsenal,Manchester City,"['0 ', ' 3']",Arsenal,16,24,24,22,22.5,23.91,10.04,10.89,8.375,6.1875,1.375,Manchester City,16,44,19,32,45.89,16.63,8.01,23.43,15.375,3.875,2
169,16/12/2019,Crystal Palace,Brighton,"['1 ', ' 1']",Crystal Palace,16,14,18,22,14.51,25.6,14.43,8.4,5.625,7.9375,1.375,Brighton,16,20,24,19,21.64,28.08,8.78,13.85,6.8125,7.4375,1.1875
170,21/12/2019,Everton,Arsenal,"['0 ', ' 0']",Everton,17,20,29,18,23.9,22.3,8.71,9.77,6.70588235294118,5.64705882352941,1.05882352941176,Arsenal,17,24,27,22,22.78,25.6,10.61,10.69,7.94117647058824,6.17647058823529,1.29411764705882
171,21/12/2019,Bournemouth,Burnley,"['0 ', ' 1']",Bournemouth,17,19,24,19,20.08,28.55,12.73,9.15,5.29411764705882,9,1.11764705882353,Burnley,17,22,29,21,23.79,22.25,12.21,8.11,3.47058823529412,6.64705882352941,1.23529411764706
172,21/12/2019,Aston Villa,Southampton,"['1 ', ' 3']",Aston Villa,17,23,30,15,23.4,32.9,11.19,7.73,5.47058823529412,11.5882352941176,0.882352941176471,Southampton,17,18,36,15,25.01,27.59,8.74,10.14,5.70588235294118,7.23529411764706,0.882352941176471
173,21/12/2019,Brighton,Sheffield United,"['0 ', ' 1']",Brighton,17,21,25,20,24.12,28.57,8.53,14.09,7.05882352941176,7.29411764705882,1.17647058823529,Sheffield United,17,21,16,25,21.35,21.06,11.87,11.62,5.70588235294118,5.64705882352941,1.47058823529412
174,21/12/2019,Newcastle United,Crystal Palace,"['1 ', ' 0']",Newcastle United,17,17,24,22,13.64,29.79,22.37,7,3,9.88235294117647,1.29411764705882,Crystal Palace,17,15,19,23,15,28.09,14.68,8.15,5.58823529411765,8.11764705882353,1.35294117647059
175,21/12/2019,Norwich,Wolverhampton Wanderers,"['1 ', ' 2']",Norwich,17,18,35,12,17.92,33.23,11.61,9.71,6.58823529411765,9.05882352941176,0.705882352941177,Wolverhampton Wanderers,17,24,21,24,23.44,19.39,13.09,9.46,5.35294117647059,6.29411764705882,1.41176470588235
176,21/12/2019,Manchester City,Leicester,"['3 ', ' 1']",Manchester City,17,47,19,35,47.58,16.92,8.05,22.95,14.8235294117647,3.70588235294118,2.05882352941176,Leicester,17,40,11,39,28.8,17.79,6.95,12.88,8.35294117647059,5.58823529411765,2.29411764705882
177,22/12/2019,Watford,Manchester United,"['2 ', ' 0']",Watford,17,9,32,9,19.47,28.63,12.96,10.57,6.17647058823529,6.70588235294118,0.529411764705882,Manchester United,17,26,20,25,29.51,16.85,10.07,9.09,6.35294117647059,4.94117647058824,1.47058823529412
178,22/12/2019,Tottenham,Chelsea,"['0 ', ' 2']",Tottenham,17,32,24,26,22.98,21.99,10.35,10.02,6.17647058823529,6.58823529411765,1.52941176470588,Chelsea,17,31,25,29,34.81,20.71,9.46,12.78,8.23529411764706,4.88235294117647,1.70588235294118
179,26/12/2019,Tottenham,Brighton,"['2 ', ' 1']",Tottenham,18,32,26,26,23.26,23.49,10.5,10.04,6.22222222222222,6.66666666666667,1.44444444444444,Brighton,18,21,26,20,24.55,30.23,8.53,14.38,7.16666666666667,6.94444444444445,1.11111111111111
180,26/12/2019,Bournemouth,Arsenal,"['1 ', ' 1']",Bournemouth,18,19,25,19,20.22,28.69,12.39,9.1,5.33333333333333,8.5,1.05555555555556,Arsenal,18,24,27,23,23.66,26.09,10.44,10.79,7.55555555555556,6.27777777777778,1.27777777777778
181,26/12/2019,Aston Villa,Norwich,"['1 ', ' 0']",Aston Villa,18,24,33,15,24.32,35.53,11.15,7.91,5.5,11.2222222222222,0.833333333333333,Norwich,18,19,37,12,19.19,34.89,11.76,9.7,6.44444444444445,8.66666666666667,0.666666666666667
182,26/12/2019,Chelsea,Southampton,"['0 ', ' 2']",Chelsea,18,33,25,32,36.3,20.98,9.52,12.78,8.22222222222222,5,1.77777777777778,Southampton,18,21,37,18,27.64,28.51,8.87,10.16,5.66666666666667,7.16666666666667,1
183,26/12/2019,Crystal Palace,West Ham,"['2 ', ' 1']",Crystal Palace,18,15,20,23,15.98,28.8,14.27,8.39,6.05555555555556,8,1.27777777777778,West Ham,17,19,28,19,19.97,33.22,10.64,9.89,7.23529411764706,7.17647058823529,1.11764705882353
184,26/12/2019,Everton,Burnley,"['1 ', ' 0']",Everton,18,20,29,19,24.39,23.18,8.91,9.66,6.77777777777778,5.38888888888889,1.05555555555556,Burnley,18,23,29,24,23.94,22.39,11.95,7.98,3.27777777777778,6.61111111111111,1.33333333333333
185,26/12/2019,Sheffield United,Watford,"['1 ', ' 1']",Sheffield United,18,22,16,28,23.01,21.49,12.23,11.46,5.44444444444445,5.83333333333333,1.55555555555556,Watford,18,11,32,12,21.07,30.16,12.65,10.22,6.27777777777778,6.77777777777778,0.666666666666667
186,26/12/2019,Manchester United,Newcastle United,"['4 ', ' 1']",Manchester United,18,26,22,25,31.04,18.44,9.78,9.08,6.44444444444445,5.11111111111111,1.38888888888889,Newcastle United,18,18,24,25,14.36,30.78,21.49,7.09,3.16666666666667,10.1111111111111,1.38888888888889
187,26/12/2019,Leicester,Liverpool,"['0 ', ' 4']",Leicester,18,41,14,39,29.82,21.38,7.61,12.55,7.88888888888889,6.22222222222222,2.16666666666667,Liverpool,17,42,14,49,34.4,16.57,8.19,18.49,11,4.05882352941176,2.88235294117647
188,27/12/2019,Wolverhampton Wanderers,Manchester City,"['3 ', ' 2']",Wolverhampton Wanderers,18,26,22,27,25.1,20.65,12.85,9.67,5.16666666666667,6.16666666666667,1.5,Manchester City,18,50,20,38,51.18,17.93,8.09,23.4,14.9444444444444,3.5,2.11111111111111
189,28/12/2019,Brighton,Bournemouth,"['2 ', ' 0']",Brighton,19,22,28,20,25.64,31.26,8.59,14.13,6.89473684210526,6.94736842105263,1.05263157894737,Bournemouth,19,20,26,20,21.78,30.11,12.82,9.02,5.52631578947368,8.73684210526316,1.05263157894737
190,28/12/2019,Newcastle United,Everton,"['1 ', ' 2']",Newcastle United,19,19,28,25,15.41,32.77,22.23,6.99,3.21052631578947,9.89473684210526,1.31578947368421,Everton,19,21,29,22,25.86,23.74,8.78,9.87,6.52631578947368,5.15789473684211,1.15789473684211
191,28/12/2019,Southampton,Crystal Palace,"['1 ', ' 1']",Southampton,19,23,37,21,28.62,29.37,9.08,9.69,5.47368421052632,7.31578947368421,1.10526315789474,Crystal Palace,19,17,21,26,18.12,29.6,14.06,8.5,6.36842105263158,8,1.36842105263158
192,28/12/2019,Watford,Aston Villa,"['3 ', ' 0']",Watford,19,12,33,13,21.66,32.21,12.9,10.34,6.26315789473684,6.73684210526316,0.68421052631579,Aston Villa,19,25,33,18,24.97,36.98,11.18,7.97,5.42105263157895,10.7894736842105,0.947368421052632
193,28/12/2019,Norwich,Tottenham,"['2 ', ' 2']",Norwich,19,19,38,12,20.64,35.54,11.63,9.78,6.26315789473684,8.42105263157895,0.631578947368421,Tottenham,19,34,27,29,24.28,24.58,10.48,10.02,6.26315789473684,6.42105263157895,1.52631578947368
194,28/12/2019,West Ham,Leicester,"['1 ', ' 2']",West Ham,18,20,30,19,20.77,35.36,10.58,9.89,7.27777777777778,7.44444444444445,1.05555555555556,Leicester,19,41,18,39,29.94,25.15,8.06,12.49,7.63157894736842,6.21052631578947,2.05263157894737
195,28/12/2019,Burnley,Manchester United,"['0 ', ' 2']",Burnley,19,23,30,24,24.5,23.86,12.01,7.85,3.15789473684211,6.36842105263158,1.26315789473684,Manchester United,19,30,23,28,33.04,19.49,9.49,9.76,6.42105263157895,5.05263157894737,1.47368421052632
196,29/12/2019,Arsenal,Chelsea,"['1 ', ' 2']",Arsenal,19,25,28,24,25.08,27.64,10.25,11.18,7.8421052631579,6.42105263157895,1.26315789473684,Chelsea,19,33,27,32,37.16,21.97,9.17,12.77,8.31578947368421,4.8421052631579,1.68421052631579
197,29/12/2019,Liverpool,Wolverhampton Wanderers,"['1 ', ' 0']",Liverpool,18,46,14,52,38.17,16.69,8.36,18.6,10.7222222222222,4,2.88888888888889,Wolverhampton Wanderers,19,29,24,30,27.49,22.17,12.86,9.98,5.10526315789474,5.89473684210526,1.57894736842105
198,29/12/2019,Manchester City,Sheffield United,"['2 ', ' 0']",Manchester City,19,52,23,38,52.7,20.32,8.41,22.77,14.2105263157895,3.52631578947368,2,Sheffield United,19,23,17,29,25.05,22.08,12.26,11.87,5.47368421052632,5.8421052631579,1.52631578947368
199,01/01/2020,Brighton,Chelsea,"['1 ', ' 1']",Brighton,20,24,28,23,26.7,31.76,8.63,14.24,7.1,6.85,1.15,Chelsea,20,35,28,35,38.66,22.75,8.99,12.82,8.3,4.95,1.75
200,01/01/2020,Burnley,Aston Villa,"['1 ', ' 2']",Burnley,20,23,32,24,24.89,25.97,12.08,7.87,3.15,6.5,1.2,Aston Villa,20,25,36,18,25.58,40.24,11.33,8.01,5.45,10.65,0.9
201,01/01/2020,Newcastle United,Leicester,"['0 ', ' 3']",Newcastle United,20,20,30,25,17.04,35.6,21.81,7.05,3.35,9.7,1.25,Leicester,20,43,19,42,32.56,25.93,8.04,12.24,7.65,6.25,2.1
202,01/01/2020,Southampton,Tottenham,"['1 ', ' 0']",Southampton,20,24,38,22,30.1,29.5,8.84,10.03,5.4,7.05,1.1,Tottenham,20,36,29,30,26.11,24.85,10.44,9.94,6.5,6.3,1.5
203,01/01/2020,Watford,Wolverhampton Wanderers,"['2 ', ' 1']",Watford,20,15,33,16,24.92,32.82,12.67,10.53,6.35,6.7,0.8,Wolverhampton Wanderers,20,29,25,30,27.85,23.66,13.22,9.74,5,6.3,1.5
204,01/01/2020,Manchester City,Everton,"['2 ', ' 1']",Manchester City,20,54,23,41,53.78,21.56,8.48,23.34,13.95,3.45,2.05,Everton,20,23,30,25,28.69,25.38,8.77,10.07,6.5,5.2,1.25
205,01/01/2020,Norwich,Crystal Palace,"['1 ', ' 1']",Norwich,20,21,40,13,20.91,37.36,11.38,9.78,6.15,8.55,0.65,Crystal Palace,20,18,22,27,18.26,31.08,14.26,8.29,6.15,7.8,1.35
206,01/01/2020,West Ham,Bournemouth,"['4 ', ' 0']",West Ham,19,21,32,19,21.55,37.99,10.47,9.77,7.26315789473684,7.47368421052632,1,Bournemouth,20,20,28,20,22.28,31.17,12.99,9.04,5.5,8.85,1
207,01/01/2020,Arsenal,Manchester United,"['2 ', ' 0']",Arsenal,20,26,30,24,25.87,29.14,10.46,10.87,7.8,6.5,1.2,Manchester United,20,32,23,31,35.14,19.88,9.44,9.9,6.55,4.95,1.55
208,02/01/2020,Liverpool,Sheffield United,"['2 ', ' 0']",Liverpool,19,47,14,55,39.66,17.05,8.23,18.75,10.8947368421053,3.94736842105263,2.89473684210526,Sheffield United,20,23,19,29,26.29,23.17,12.95,11.83,5.3,6,1.45
209,10/01/2020,Sheffield United,West Ham,"['1 ', ' 0']",Sheffield United,21,23,21,29,26.92,26.21,13.74,11.93,5.38095238095238,6.47619047619048,1.38095238095238,West Ham,20,25,32,22,23.88,38.71,10.93,9.99,7.3,7.3,1.1
210,11/01/2020,Crystal Palace,Arsenal,"['1 ', ' 1']",Crystal Palace,21,19,23,28,19.56,32.74,13.88,8.42,6.19047619047619,7.76190476190476,1.33333333333333,Arsenal,21,28,30,27,27.78,29.86,10.63,10.89,7.80952380952381,6.42857142857143,1.28571428571429
211,11/01/2020,Chelsea,Burnley,"['3 ', ' 0']",Chelsea,21,36,29,36,40.23,24.32,8.97,12.79,8.23809523809524,5.19047619047619,1.71428571428571,Burnley,21,24,34,24,27.24,27.72,11.92,8.35,3.42857142857143,6.42857142857143,1.14285714285714
212,11/01/2020,Everton,Brighton,"['1 ', ' 0']",Everton,21,24,32,25,29.54,27.17,9.37,10.08,6.28571428571429,5.38095238095238,1.19047619047619,Brighton,21,25,29,24,28.27,33.33,8.81,13.84,7.23809523809524,6.85714285714286,1.14285714285714
213,11/01/2020,Leicester,Southampton,"['1 ', ' 2']",Leicester,21,46,19,45,35,26.71,7.76,12.98,8.04761904761905,6.04761904761905,2.14285714285714,Southampton,21,25,38,25,31.61,30.58,8.66,9.83,5.33333333333333,6.90476190476191,1.19047619047619
214,11/01/2020,Manchester United,Norwich,"['4 ', ' 0']",Manchester United,21,32,25,31,35.86,21.79,9.56,10.05,6.47619047619048,5.0952380952381,1.47619047619048,Norwich,21,22,41,14,22.57,38.66,11.38,9.7,6.19047619047619,8.47619047619048,0.666666666666667
215,11/01/2020,Wolverhampton Wanderers,Newcastle United,"['1 ', ' 1']",Wolverhampton Wanderers,21,30,27,30,29.09,24.73,13,10.1,5.0952380952381,6.33333333333333,1.42857142857143,Newcastle United,21,20,33,25,17.82,38.03,22.56,6.81,3.28571428571429,10,1.19047619047619
216,11/01/2020,Tottenham,Liverpool,"['0 ', ' 1']",Tottenham,21,36,30,30,27.18,26.36,10.24,9.7,6.38095238095238,6.19047619047619,1.42857142857143,Liverpool,20,49,14,58,42.71,17.69,8.39,19.52,11.15,4.1,2.9
217,12/01/2020,Bournemouth,Watford,"['0 ', ' 3']",Bournemouth,21,20,32,20,23,33.5,13.09,9.55,5.42857142857143,8.80952380952381,0.952380952380952,Watford,21,17,34,19,25.99,34.05,12.94,10.43,6.38095238095238,6.71428571428571,0.904761904761905
