,Date,Home Team,Away Team,Result,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
106,05/11/2017,Tottenham,Crystal Palace,"['1 ', ' 0']",Tottenham,10,19,7,20,17.45,6.11,8.79,14.52,9.4,3.5,2.0,Crystal Palace,10,4,21,4,12.16,17.96,11.77,8.57,6.2,7.4,0.4
107,05/11/2017,Manchester City,Arsenal,"['3 ', ' 1']",Manchester City,10,35,6,28,29.81,6.23,6.6,29.9,14.4,2.3,2.8,Arsenal,10,19,13,19,20.44,11.39,8.16,17.47,12.6,3.2,1.9
108,05/11/2017,Chelsea,Manchester United,"['1 ', ' 0']",Chelsea,10,18,10,19,11.89,9.99,13.91,12.54,6.6,6.4,1.9,Manchester United,10,23,4,23,20.57,9.49,10.08,13.12,7.1,4.6,2.3
109,05/11/2017,Everton,Watford,"['3 ', ' 2']",Everton,10,7,20,8,9.85,15.11,10.66,12.93,5.8,9.0,0.8,Watford,10,15,18,15,13.47,15.66,11.95,11.86,5.7,7.3,1.5
110,18/11/2017,Arsenal,Tottenham,"['2 ', ' 0']",Arsenal,11,20,16,19,20.78,13.54,8.59,16.19,11.545454545454545,3.8181818181818183,1.7272727272727273,Tottenham,11,20,7,23,18.44,7.21,8.47,14.86,9.272727272727273,3.3636363636363638,2.090909090909091
111,18/11/2017,Bournemouth,Huddersfield,"['4 ', ' 0']",Bournemouth,11,7,14,10,8.35,17.31,14.37,9.77,6.7272727272727275,8.636363636363637,0.9090909090909091,Huddersfield,11,8,13,15,7.25,12.87,12.63,10.29,2.5454545454545454,5.363636363636363,1.3636363636363635
112,18/11/2017,Burnley,Swansea,"['2 ', ' 0']",Burnley,11,10,9,19,6.14,15.38,15.45,9.61,4.090909090909091,8.636363636363637,1.7272727272727273,Swansea,11,7,13,8,9.3,16.26,13.75,10.18,3.090909090909091,6.545454545454546,0.7272727272727273
113,18/11/2017,Crystal Palace,Everton,"['2 ', ' 2']",Crystal Palace,11,4,22,4,13.26,18.95,12.28,8.29,5.818181818181818,7.454545454545454,0.36363636363636365,Everton,11,10,22,11,12.43,17.16,10.25,12.69,5.909090909090909,8.727272727272727,1.0
114,18/11/2017,Leicester,Manchester City,"['0 ', ' 2']",Leicester,11,16,16,13,15.63,12.99,13.44,10.04,3.4545454545454546,8.272727272727273,1.1818181818181819,Manchester City,11,38,7,31,31.96,6.57,6.79,26.6,14.0,2.1818181818181817,2.8181818181818183
115,18/11/2017,Liverpool,Southampton,"['3 ', ' 0']",Liverpool,11,21,17,19,22.97,14.07,11.03,16.63,10.0,3.3636363636363638,1.7272727272727273,Southampton,11,9,11,13,13.9,12.92,7.97,15.8,8.909090909090908,4.545454545454546,1.1818181818181819
116,18/11/2017,West Bromwich Albion,Chelsea,"['0 ', ' 4']",West Bromwich Albion,11,9,14,10,9.23,13.43,16.04,7.75,2.5454545454545454,6.818181818181818,0.9090909090909091,Chelsea,11,19,10,22,13.73,10.76,12.78,11.78,6.636363636363637,6.2727272727272725,2.0
117,18/11/2017,Manchester United,Newcastle United,"['4 ', ' 1']",Manchester United,11,23,5,23,21.34,11.33,9.61,12.24,6.909090909090909,4.818181818181818,2.090909090909091,Newcastle United,11,10,10,14,12.12,12.08,13.19,9.01,4.636363636363637,5.818181818181818,1.2727272727272727
118,19/11/2017,Watford,West Ham,"['2 ', ' 0']",Watford,11,17,21,15,15.52,18.24,11.78,11.26,5.7272727272727275,7.2727272727272725,1.3636363636363635,West Ham,11,11,23,9,9.58,18.77,11.06,9.38,2.8181818181818183,6.090909090909091,0.8181818181818182
119,20/11/2017,Brighton,Stoke,"['2 ', ' 2']",Brighton,11,11,11,15,8.94,13.96,18.5,13.02,3.727272727272727,8.0,1.3636363636363635,Stoke,11,13,22,12,11.7,18.76,16.7,8.22,6.0,8.363636363636363,1.0909090909090908
120,24/11/2017,West Ham,Leicester,"['1 ', ' 1']",West Ham,12,11,25,9,11.01,20.02,11.38,9.39,2.8333333333333335,6.583333333333333,0.75,Leicester,12,16,18,13,15.73,15.39,14.52,9.59,3.25,9.083333333333334,1.0833333333333333
121,25/11/2017,Crystal Palace,Stoke,"['2 ', ' 1']",Crystal Palace,12,6,24,5,15.29,20.64,11.83,8.27,6.083333333333333,7.166666666666667,0.4166666666666667,Stoke,12,15,24,13,12.9,19.25,17.09,8.19,6.0,7.916666666666667,1.0833333333333333
122,25/11/2017,Manchester United,Brighton,"['1 ', ' 0']",Manchester United,12,27,6,26,23.92,12.42,9.61,12.82,7.5,4.916666666666667,2.1666666666666665,Brighton,12,13,13,16,9.43,15.16,16.99,13.63,3.6666666666666665,7.833333333333333,1.3333333333333333
123,25/11/2017,Newcastle United,Watford,"['0 ', ' 3']",Newcastle United,12,11,14,14,13.21,14.65,13.74,9.06,4.75,6.5,1.1666666666666667,Watford,12,19,21,18,16.77,19.67,11.55,11.57,6.25,6.916666666666667,1.5
124,25/11/2017,Swansea,Bournemouth,"['0 ', ' 0']",Swansea,12,7,15,8,9.73,17.81,13.41,10.33,3.0833333333333335,6.583333333333333,0.6666666666666666,Bournemouth,12,11,14,13,9.74,18.48,14.73,9.54,6.5,8.666666666666666,1.0833333333333333
125,25/11/2017,Tottenham,West Bromwich Albion,"['1 ', ' 1']",Tottenham,12,20,9,23,19.03,9.45,8.5,14.27,9.25,4.0,1.9166666666666667,West Bromwich Albion,12,9,18,10,9.82,15.15,16.03,7.88,2.8333333333333335,6.5,0.8333333333333334
126,25/11/2017,Liverpool,Chelsea,"['1 ', ' 1']",Liverpool,12,24,17,22,25.03,14.64,10.83,16.01,10.166666666666666,3.3333333333333335,1.8333333333333333,Chelsea,12,23,10,25,15.45,11.35,12.41,12.13,6.333333333333333,6.25,2.0833333333333335
127,26/11/2017,Southampton,Everton,"['4 ', ' 1']",Southampton,12,9,14,13,14.47,14.98,8.31,15.16,8.416666666666666,5.166666666666667,1.0833333333333333,Everton,12,12,24,12,14.11,19.19,9.99,12.1,5.75,8.75,1.0
128,26/11/2017,Burnley,Arsenal,"['0 ', ' 1']",Burnley,12,12,9,22,7.68,15.81,15.07,9.55,4.333333333333333,8.166666666666666,1.8333333333333333,Arsenal,12,22,16,22,23.02,14.13,8.69,15.52,11.5,4.25,1.8333333333333333
129,26/11/2017,Huddersfield,Manchester City,"['1 ', ' 2']",Huddersfield,12,8,17,15,8.41,14.25,12.2,10.84,3.0833333333333335,5.25,1.25,Manchester City,12,40,7,34,34.37,6.67,6.71,26.64,14.333333333333334,2.0833333333333335,2.8333333333333335
130,28/11/2017,Brighton,Crystal Palace,"['0 ', ' 0']",Brighton,13,13,14,16,9.99,16.66,16.8,13.45,3.769230769230769,7.769230769230769,1.2307692307692308,Crystal Palace,13,8,25,8,16.77,21.27,11.59,8.52,6.230769230769231,6.846153846153846,0.6153846153846154
131,28/11/2017,Leicester,Tottenham,"['2 ', ' 1']",Leicester,13,17,19,14,16.18,16.17,13.86,9.76,3.076923076923077,8.692307692307692,1.0769230769230769,Tottenham,13,21,10,24,20.95,10.17,8.33,14.46,9.0,3.6923076923076925,1.8461538461538463
132,28/11/2017,Watford,Manchester United,"['2 ', ' 4']",Watford,13,22,21,21,18.82,20.53,11.29,11.37,6.3076923076923075,7.153846153846154,1.6153846153846154,Manchester United,13,28,6,29,25.42,12.99,9.76,12.97,7.461538461538462,4.923076923076923,2.230769230769231
133,28/11/2017,West Bromwich Albion,Newcastle United,"['2 ', ' 2']",West Bromwich Albion,13,10,19,11,10.53,17.06,16.12,7.75,2.6153846153846154,6.461538461538462,0.8461538461538461,Newcastle United,13,11,17,14,14.07,16.71,13.35,9.06,5.153846153846154,6.538461538461538,1.0769230769230769
134,29/11/2017,Arsenal,Huddersfield,"['5 ', ' 0']",Arsenal,13,23,16,25,24.78,14.53,8.85,15.55,11.538461538461538,3.923076923076923,1.9230769230769231,Huddersfield,13,9,19,15,8.95,16.92,12.77,10.06,2.923076923076923,5.6923076923076925,1.1538461538461537
135,29/11/2017,Bournemouth,Burnley,"['1 ', ' 2']",Bournemouth,13,11,14,14,10.19,19.36,14.8,9.11,6.538461538461538,8.307692307692308,1.0769230769230769,Burnley,13,12,10,22,8.09,17.57,15.15,9.71,4.0,8.461538461538462,1.6923076923076923
136,29/11/2017,Chelsea,Swansea,"['1 ', ' 0']",Chelsea,13,24,11,26,16.19,12.86,12.98,12.09,6.538461538461538,6.769230769230769,2.0,Swansea,13,7,15,9,10.61,18.26,12.31,10.59,3.1538461538461537,6.615384615384615,0.6923076923076923
137,29/11/2017,Everton,West Ham,"['4 ', ' 0']",Everton,13,13,28,12,14.26,21.16,10.57,12.09,5.384615384615385,8.384615384615385,0.9230769230769231,West Ham,13,12,26,10,11.79,20.47,11.39,9.24,2.923076923076923,6.153846153846154,0.7692307692307693
138,29/11/2017,Manchester City,Southampton,"['2 ', ' 1']",Manchester City,13,42,8,37,37.03,7.21,6.39,26.47,14.076923076923077,2.0,2.8461538461538463,Southampton,13,13,15,16,16.44,15.13,8.49,15.42,8.076923076923077,4.846153846153846,1.2307692307692308
139,29/11/2017,Stoke,Liverpool,"['0 ', ' 3']",Stoke,13,16,26,13,13.53,20.73,16.67,8.24,5.769230769230769,7.923076923076923,1.0,Liverpool,13,25,18,23,26.53,15.38,10.92,16.36,10.384615384615385,3.769230769230769,1.7692307692307692
140,02/12/2017,Chelsea,Newcastle United,"['3 ', ' 1']",Chelsea,14,25,11,29,18.49,12.9,12.7,12.52,6.714285714285714,6.357142857142857,2.0714285714285716,Newcastle United,14,13,19,15,15.21,17.56,13.13,9.1,5.0,6.214285714285714,1.0714285714285714
141,02/12/2017,Brighton,Liverpool,"['1 ', ' 5']",Brighton,14,13,14,17,10.47,17.25,16.4,13.79,3.642857142857143,7.285714285714286,1.2142857142857142,Liverpool,14,28,18,26,29.12,16.22,10.69,16.69,10.142857142857142,3.642857142857143,1.8571428571428572
142,02/12/2017,Everton,Huddersfield,"['2 ', ' 0']",Everton,14,17,28,15,16.03,22.2,10.44,12.36,5.357142857142857,8.5,1.0714285714285714,Huddersfield,14,9,24,15,9.42,21.39,13.75,9.9,2.9285714285714284,6.642857142857143,1.0714285714285714
143,02/12/2017,Leicester,Burnley,"['1 ', ' 0']",Leicester,14,19,20,17,17.1,18.67,14.2,9.56,3.142857142857143,8.857142857142858,1.2142857142857142,Burnley,14,14,11,25,9.17,18.48,14.99,9.75,4.071428571428571,8.285714285714286,1.7857142857142858
144,02/12/2017,Stoke,Swansea,"['2 ', ' 1']",Stoke,14,16,29,13,14.38,23.32,17.01,8.22,5.5,7.857142857142857,0.9285714285714286,Swansea,14,7,16,9,10.65,20.56,12.79,10.54,3.0,6.785714285714286,0.6428571428571429
145,02/12/2017,Watford,Tottenham,"['1 ', ' 1']",Watford,14,24,25,21,20.12,22.17,11.11,11.66,6.142857142857143,7.0,1.5,Tottenham,14,22,12,24,23.45,11.09,8.27,14.75,9.142857142857142,3.7142857142857144,1.7142857142857142
146,02/12/2017,West Bromwich Albion,Crystal Palace,"['0 ', ' 0']",West Bromwich Albion,14,12,21,12,11.38,18.2,15.57,7.94,2.5714285714285716,6.214285714285714,0.8571428571428571,Crystal Palace,14,8,25,9,17.36,21.74,11.94,8.71,5.857142857142857,6.5,0.6428571428571429
147,02/12/2017,Arsenal,Manchester United,"['1 ', ' 3']",Arsenal,14,28,16,28,29.26,15.01,8.81,16.37,12.071428571428571,3.857142857142857,2.0,Manchester United,14,32,8,32,27.05,14.28,10.09,12.67,7.285714285714286,4.857142857142857,2.2857142857142856
148,03/12/2017,Bournemouth,Southampton,"['1 ', ' 1']",Bournemouth,14,12,16,14,11.1,20.44,14.48,9.4,6.5,8.071428571428571,1.0,Southampton,14,14,17,16,18.14,16.78,9.08,14.13,7.785714285714286,5.428571428571429,1.1428571428571428
149,03/12/2017,Manchester City,West Ham,"['2 ', ' 1']",Manchester City,14,44,9,40,38.68,8.91,6.16,25.75,14.0,2.142857142857143,2.857142857142857,West Ham,14,12,30,10,12.83,22.24,11.66,9.23,3.4285714285714284,6.071428571428571,0.7142857142857143
150,09/12/2017,West Ham,Chelsea,"['1 ', ' 0']",West Ham,15,13,32,10,13.3,24.7,12.26,8.91,3.2666666666666666,7.2,0.6666666666666666,Chelsea,15,28,12,32,21.57,13.42,12.41,12.66,7.6,5.933333333333334,2.1333333333333333
151,09/12/2017,Burnley,Watford,"['1 ', ' 0']",Burnley,15,14,12,25,9.96,20.09,14.6,10.14,4.133333333333334,8.4,1.6666666666666667,Watford,15,25,26,22,20.47,22.95,11.05,11.54,6.133333333333334,6.733333333333333,1.4666666666666666
152,09/12/2017,Crystal Palace,Bournemouth,"['2 ', ' 2']",Crystal Palace,15,8,25,10,18.16,23.4,12.0,8.55,5.8,6.866666666666666,0.6666666666666666,Bournemouth,15,13,17,15,12.22,21.44,14.26,9.11,6.866666666666666,8.266666666666667,1.0
153,09/12/2017,Huddersfield,Brighton,"['2 ', ' 0']",Huddersfield,15,9,26,15,9.65,22.21,13.58,9.77,3.0,6.666666666666667,1.0,Brighton,15,14,19,17,12.13,19.02,17.4,13.83,3.466666666666667,7.333333333333333,1.1333333333333333
154,09/12/2017,Swansea,West Bromwich Albion,"['1 ', ' 0']",Swansea,15,8,18,9,10.97,21.8,12.32,10.83,2.8,6.933333333333334,0.6,West Bromwich Albion,15,12,21,13,13.03,19.01,14.81,8.17,3.2,6.133333333333334,0.8666666666666667
155,09/12/2017,Tottenham,Stoke,"['5 ', ' 1']",Tottenham,15,23,13,25,24.24,11.44,8.37,14.41,8.733333333333333,3.8666666666666667,1.6666666666666667,Stoke,15,18,30,16,15.63,23.64,16.94,8.12,5.733333333333333,7.333333333333333,1.0666666666666667
156,09/12/2017,Newcastle United,Leicester,"['2 ', ' 3']",Newcastle United,15,14,22,15,15.73,20.63,13.22,9.11,4.666666666666667,7.133333333333334,1.0,Leicester,15,20,20,20,18.72,19.46,14.39,9.56,3.6,8.6,1.3333333333333333
157,10/12/2017,Southampton,Arsenal,"['1 ', ' 1']",Southampton,15,15,18,17,19.14,17.89,8.78,13.98,8.0,5.866666666666666,1.1333333333333333,Arsenal,15,29,19,28,33.5,17.08,8.57,16.53,13.4,4.133333333333334,1.8666666666666667
158,10/12/2017,Liverpool,Everton,"['1 ', ' 1']",Liverpool,15,33,19,29,30.9,17.88,10.94,17.55,10.0,3.466666666666667,1.9333333333333333,Everton,15,19,28,18,16.85,22.42,10.29,12.25,5.466666666666667,8.2,1.2
159,10/12/2017,Manchester United,Manchester City,"['1 ', ' 2']",Manchester United,15,35,9,35,29.12,18.52,10.53,12.16,7.333333333333333,6.666666666666667,2.3333333333333335,Manchester City,15,46,10,43,41.13,9.39,6.06,25.9,14.6,2.066666666666667,2.8666666666666667
160,12/12/2017,Burnley,Stoke,"['1 ', ' 0']",Burnley,16,15,12,28,10.45,20.91,14.41,10.21,4.25,8.3125,1.75,Stoke,16,19,35,16,16.38,27.66,17.78,7.76,5.625,7.8125,1.0
161,12/12/2017,Huddersfield,Chelsea,"['1 ', ' 3']",Huddersfield,16,11,26,18,12.33,22.49,13.33,10.0,3.375,6.4375,1.125,Chelsea,16,28,13,32,22.76,13.84,11.43,12.76,7.6875,5.75,2.0
162,12/12/2017,Crystal Palace,Watford,"['2 ', ' 1']",Crystal Palace,16,10,27,11,22.78,24.36,11.68,8.56,6.3125,6.8125,0.6875,Watford,16,25,27,22,21.29,23.44,11.07,11.51,6.1875,6.6875,1.375
163,13/12/2017,Swansea,Manchester City,"['0 ', ' 4']",Swansea,16,9,18,12,11.98,22.06,12.13,10.79,2.75,6.6875,0.75,Manchester City,16,48,11,46,43.16,10.83,6.08,24.66,14.5625,2.0625,2.875
164,13/12/2017,Newcastle United,Everton,"['0 ', ' 1']",Newcastle United,16,16,25,15,16.69,21.08,12.87,9.16,4.6875,6.9375,0.9375,Everton,16,20,29,19,17.67,24.32,10.66,11.74,5.125,8.75,1.1875
165,13/12/2017,Southampton,Leicester,"['1 ', ' 4']",Southampton,16,16,19,18,20.36,18.5,9.32,13.69,7.625,7.0,1.125,Leicester,16,23,22,23,19.16,20.43,14.14,9.55,3.625,8.375,1.4375
166,13/12/2017,West Ham,Arsenal,"['0 ', ' 0']",West Ham,16,14,32,13,13.72,25.88,12.41,8.42,3.25,7.3125,0.8125,Arsenal,16,30,20,29,34.1,18.3,8.64,16.69,14.0625,4.0,1.8125
167,13/12/2017,Manchester United,Bournemouth,"['1 ', ' 0']",Manchester United,16,36,11,35,30.56,20.55,10.7,11.69,7.0,7.125,2.1875,Bournemouth,16,15,19,16,13.18,26.06,13.87,9.03,6.8125,8.625,1.0
168,13/12/2017,Liverpool,West Bromwich Albion,"['0 ', ' 0']",Liverpool,16,34,20,30,32.79,18.71,10.57,17.52,10.4375,3.25,1.875,West Bromwich Albion,16,12,22,13,13.28,20.02,14.48,8.24,3.1875,5.875,0.8125
169,13/12/2017,Tottenham,Brighton,"['2 ', ' 0']",Tottenham,16,28,14,28,28.26,12.19,8.0,15.21,9.125,3.875,1.75,Brighton,16,14,21,17,12.4,21.7,17.16,13.53,3.4375,7.4375,1.0625
170,16/12/2017,Leicester,Crystal Palace,"['0 ', ' 3']",Leicester,17,27,23,26,21.41,21.54,13.65,9.43,3.4705882352941178,8.058823529411764,1.5294117647058822,Crystal Palace,17,12,28,14,23.88,25.76,11.53,8.67,6.117647058823529,6.470588235294118,0.8235294117647058
171,16/12/2017,Arsenal,Newcastle United,"['1 ', ' 0']",Arsenal,17,30,20,30,35.13,18.7,8.42,16.49,14.411764705882353,4.0588235294117645,1.7647058823529411,Newcastle United,17,16,26,15,17.26,22.47,12.81,9.26,4.529411764705882,6.588235294117647,0.8823529411764706
172,16/12/2017,Brighton,Burnley,"['0 ', ' 0']",Brighton,17,14,23,17,12.72,23.58,18.25,13.01,3.411764705882353,7.352941176470588,1.0,Burnley,17,16,12,31,10.81,21.83,14.07,10.25,4.176470588235294,8.117647058823529,1.8235294117647058
173,16/12/2017,Chelsea,Southampton,"['1 ', ' 0']",Chelsea,17,31,14,35,24.63,14.31,11.73,13.53,7.882352941176471,5.470588235294118,2.0588235294117645,Southampton,17,17,23,18,21.48,20.74,9.22,13.27,7.352941176470588,6.647058823529412,1.0588235294117647
174,16/12/2017,Watford,Huddersfield,"['1 ', ' 4']",Watford,17,26,29,22,22.69,24.54,11.05,11.36,5.882352941176471,6.470588235294118,1.2941176470588236,Huddersfield,17,12,29,18,12.81,24.36,14.21,10.39,3.235294117647059,6.705882352941177,1.0588235294117647
175,16/12/2017,Stoke,West Ham,"['0 ', ' 3']",Stoke,17,19,36,16,17.29,28.02,17.38,7.8,5.588235294117647,7.529411764705882,0.9411764705882353,West Ham,17,14,32,14,14.12,26.91,12.48,8.22,3.3529411764705883,8.058823529411764,0.8235294117647058
176,16/12/2017,Manchester City,Tottenham,"['4 ', ' 1']",Manchester City,17,52,11,49,46.73,11.41,6.05,24.9,14.470588235294118,2.1176470588235294,2.8823529411764706,Tottenham,17,30,14,31,30.14,12.51,7.89,16.15,8.941176470588236,3.823529411764706,1.8235294117647058
177,17/12/2017,West Bromwich Albion,Manchester United,"['1 ', ' 2']",West Bromwich Albion,17,12,22,14,13.8,22.16,15.09,7.84,3.0588235294117645,6.176470588235294,0.8235294117647058,Manchester United,17,37,11,38,31.8,21.36,10.58,12.24,7.352941176470588,7.0588235294117645,2.235294117647059
178,17/12/2017,Bournemouth,Liverpool,"['0 ', ' 4']",Bournemouth,17,15,20,16,13.99,27.3,14.47,9.03,6.764705882352941,8.882352941176471,0.9411764705882353,Liverpool,17,34,20,31,34.93,19.23,9.96,18.04,10.470588235294118,3.1176470588235294,1.8235294117647058
179,18/12/2017,Everton,Swansea,"['3 ', ' 1']",Everton,17,21,29,22,19.06,24.89,10.65,11.74,4.882352941176471,8.352941176470589,1.2941176470588236,Swansea,17,9,22,12,12.57,25.62,12.89,10.49,2.764705882352941,7.0588235294117645,0.7058823529411765
180,22/12/2017,Arsenal,Liverpool,"['3 ', ' 3']",Arsenal,18,31,20,33,37.15,18.99,8.09,16.69,14.777777777777779,3.9444444444444446,1.8333333333333333,Liverpool,18,38,20,34,38.18,19.77,9.96,19.05,10.666666666666666,3.2777777777777777,1.8888888888888888
181,23/12/2017,Everton,Chelsea,"['0 ', ' 0']",Everton,18,24,30,25,21.08,25.65,10.61,11.91,4.611111111111111,7.944444444444445,1.3888888888888888,Chelsea,18,32,14,38,25.92,14.9,12.0,13.28,8.11111111111111,5.5,2.111111111111111
182,23/12/2017,Brighton,Watford,"['1 ', ' 0']",Brighton,18,14,23,18,14.21,24.9,17.77,13.0,3.4444444444444446,7.222222222222222,1.0,Watford,18,27,33,22,23.28,28.04,10.92,11.05,5.944444444444445,6.333333333333333,1.2222222222222223
183,23/12/2017,Manchester City,Bournemouth,"['4 ', ' 0']",Manchester City,18,56,12,52,50.88,11.6,6.18,23.06,14.222222222222221,2.0555555555555554,2.888888888888889,Bournemouth,18,15,24,16,14.53,30.55,15.69,9.1,6.722222222222222,9.166666666666666,0.8888888888888888
184,23/12/2017,Southampton,Huddersfield,"['1 ', ' 1']",Southampton,18,17,24,18,22.07,22.03,9.25,13.47,7.277777777777778,6.944444444444445,1.0,Huddersfield,18,16,30,21,16.3,24.95,13.66,10.29,3.2777777777777777,6.722222222222222,1.1666666666666667
185,23/12/2017,Stoke,West Bromwich Albion,"['3 ', ' 1']",Stoke,18,19,39,16,18.28,31.1,15.92,8.01,5.5,7.444444444444445,0.8888888888888888,West Bromwich Albion,18,13,24,14,14.88,23.06,14.93,8.1,3.0555555555555554,6.055555555555555,0.7777777777777778
186,23/12/2017,Swansea,Crystal Palace,"['1 ', ' 1']",Swansea,18,10,25,12,13.34,27.64,12.97,10.46,2.6666666666666665,6.666666666666667,0.6666666666666666,Crystal Palace,18,15,28,17,26.14,26.52,11.47,8.39,5.944444444444445,6.333333333333333,0.9444444444444444
187,23/12/2017,West Ham,Newcastle United,"['2 ', ' 3']",West Ham,18,17,32,17,17.21,27.89,12.5,7.97,3.5,7.833333333333333,0.9444444444444444,Newcastle United,18,16,27,15,17.55,24.49,13.17,8.82,4.388888888888889,7.388888888888889,0.8333333333333334
188,23/12/2017,Burnley,Tottenham,"['0 ', ' 3']",Burnley,18,16,12,32,12.13,23.32,13.99,10.27,4.222222222222222,7.888888888888889,1.7777777777777777,Tottenham,18,31,18,31,30.32,16.65,7.84,15.44,8.5,4.166666666666667,1.7222222222222223
189,23/12/2017,Leicester,Manchester United,"['2 ', ' 2']",Leicester,18,27,26,26,22.16,23.8,12.89,9.5,3.5,7.777777777777778,1.4444444444444444,Manchester United,18,39,12,41,32.7,22.44,10.7,12.26,7.166666666666667,6.833333333333333,2.2777777777777777
190,26/12/2017,Tottenham,Southampton,"['5 ', ' 2']",Tottenham,19,34,18,34,33.63,16.81,7.99,15.39,8.526315789473685,4.157894736842105,1.7894736842105263,Southampton,19,18,25,19,23.81,23.13,8.98,13.13,7.157894736842105,6.7368421052631575,1.0
191,26/12/2017,Bournemouth,West Ham,"['3 ', ' 3']",Bournemouth,19,15,28,16,14.87,32.1,16.73,8.87,6.473684210526316,9.421052631578947,0.8421052631578947,West Ham,19,19,35,17,19.52,29.8,12.25,8.12,3.789473684210526,7.578947368421052,0.8947368421052632
192,26/12/2017,Chelsea,Brighton,"['2 ', ' 0']",Chelsea,19,32,14,39,27.77,15.24,11.91,13.26,8.578947368421053,5.2631578947368425,2.0526315789473686,Brighton,19,15,23,21,15.61,26.2,17.43,12.86,3.4210526315789473,7.052631578947368,1.105263157894737
193,26/12/2017,Huddersfield,Stoke,"['1 ', ' 1']",Huddersfield,19,17,31,22,17.39,26.69,13.31,9.91,3.263157894736842,6.631578947368421,1.1578947368421053,Stoke,19,22,40,19,20.07,33.15,15.34,8.06,5.315789473684211,7.526315789473684,1.0
194,26/12/2017,Manchester United,Burnley,"['2 ', ' 2']",Manchester United,19,41,14,42,34.85,24.01,10.83,11.98,7.315789473684211,6.7368421052631575,2.210526315789474,Burnley,19,16,15,32,12.29,26.63,14.02,10.35,4.2105263157894735,7.947368421052632,1.6842105263157894
195,26/12/2017,Watford,Leicester,"['2 ', ' 1']",Watford,19,27,34,22,24.58,29.44,10.91,11.07,5.842105263157895,6.157894736842105,1.1578947368421053,Leicester,19,29,28,27,23.73,25.96,12.54,9.69,3.5789473684210527,7.894736842105263,1.4210526315789473
196,26/12/2017,West Bromwich Albion,Everton,"['0 ', ' 0']",West Bromwich Albion,19,14,27,14,16.93,24.85,14.6,8.11,3.3684210526315788,5.842105263157895,0.7368421052631579,Everton,19,24,30,26,21.42,27.5,10.74,11.8,4.421052631578948,8.421052631578947,1.368421052631579
197,26/12/2017,Liverpool,Swansea,"['5 ', ' 0']",Liverpool,19,41,23,35,40.24,20.9,9.91,18.34,10.526315789473685,3.736842105263158,1.8421052631578947,Swansea,19,11,26,13,13.88,28.9,12.42,10.89,2.789473684210526,6.631578947368421,0.6842105263157895
198,27/12/2017,Newcastle United,Manchester City,"['0 ', ' 1']",Newcastle United,19,19,29,18,19.45,26.81,13.13,8.73,4.315789473684211,7.473684210526316,0.9473684210526315,Manchester City,19,60,12,55,52.43,11.93,6.11,23.72,14.210526315789474,2.0526315789473686,2.8947368421052633
199,28/12/2017,Crystal Palace,Arsenal,"['2 ', ' 3']",Crystal Palace,19,16,29,18,27.4,27.07,11.87,8.2,5.947368421052632,6.2631578947368425,0.9473684210526315,Arsenal,19,34,23,34,38.28,21.05,8.15,16.1,14.631578947368421,4.157894736842105,1.7894736842105263
200,30/12/2017,Bournemouth,Everton,"['2 ', ' 1']",Bournemouth,20,18,31,17,17.72,33.98,15.94,8.79,6.8,9.15,0.85,Everton,20,24,30,27,21.82,28.69,10.65,11.58,4.25,8.15,1.35
201,30/12/2017,Chelsea,Stoke,"['5 ', ' 0']",Chelsea,20,34,14,42,29.94,15.69,11.8,13.77,9.0,5.15,2.1,Stoke,20,23,41,20,21.27,35.03,15.29,8.07,5.2,7.5,1.0
202,30/12/2017,Huddersfield,Burnley,"['0 ', ' 0']",Huddersfield,20,18,32,23,19.27,27.89,13.05,10.13,3.45,6.45,1.15,Burnley,20,18,17,33,13.08,28.44,14.29,10.28,4.15,8.25,1.65
203,30/12/2017,Liverpool,Leicester,"['2 ', ' 1']",Liverpool,20,46,23,38,43.3,21.17,10.15,18.47,10.45,3.75,1.9,Leicester,20,30,30,27,25.28,27.39,12.29,9.4,3.6,7.8,1.35
204,30/12/2017,Newcastle United,Brighton,"['0 ', ' 0']",Newcastle United,20,19,30,18,19.63,28.74,13.68,8.59,4.15,7.7,0.9,Brighton,20,15,25,21,16.06,28.37,18.07,12.69,3.4,7.55,1.05
205,30/12/2017,Watford,Swansea,"['1 ', ' 2']",Watford,20,29,35,25,26.01,30.99,10.53,10.89,5.85,6.05,1.25,Swansea,20,11,31,13,14.16,31.96,12.8,11.08,2.85,6.75,0.65
206,30/12/2017,Manchester United,Southampton,"['0 ', ' 0']",Manchester United,20,43,16,43,36.66,24.79,10.76,12.28,7.65,6.55,2.15,Southampton,20,20,30,19,24.4,26.21,8.79,12.91,7.05,7.1,0.95
207,31/12/2017,Crystal Palace,Manchester City,"['0 ', ' 0']",Crystal Palace,20,18,32,18,28.54,28.91,11.74,8.25,6.05,6.9,0.9,Manchester City,20,61,12,58,54.37,12.11,6.08,23.92,14.1,2.0,2.9
208,31/12/2017,West Bromwich Albion,Arsenal,"['1 ', ' 1']",West Bromwich Albion,20,14,27,15,18.12,25.26,14.27,8.13,3.35,5.6,0.75,Arsenal,20,37,25,37,40.12,22.19,8.2,15.61,14.85,4.35,1.85
