Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
11/09/2021,Southampton,West Ham,"['0 ', ' 0']",2.9,3.5,2.4,1.72,2.1,20.28398885164127,10.141994425820634,Southampton-West Ham | 11/09/2021
11/09/2021,Leicester,Manchester City,"['0 ', ' 1']",6.0,4.0,1.57,1.72,2.1,50.794755018879556,25.397377509439778,Leicester-Manchester City | 11/09/2021
11/09/2021,Arsenal,Norwich,"['1 ', ' 0']",1.5,4.6,6.0,1.72,2.1,57.838666229857296,28.919333114928648,Arsenal-Norwich | 11/09/2021
11/09/2021,Crystal Palace,Tottenham,"['3 ', ' 0']",4.2,3.5,1.9,2.1,1.72,49.84682533547996,24.92341266773998,Crystal Palace-Tottenham | 11/09/2021
12/09/2021,Leeds,Liverpool,"['0 ', ' 3']",4.33,4.0,1.75,1.57,2.37,18.71965645090326,9.35982822545163,Leeds-Liverpool | 12/09/2021
13/09/2021,Everton,Burnley,"['3 ', ' 1']",1.7,3.75,5.0,2.0,1.8,5.782374830385805,2.8911874151929027,Everton-Burnley | 13/09/2021
18/09/2021,Norwich,Watford,"['1 ', ' 3']",2.15,3.3,3.5,2.1,1.72,0.8851544659845558,0.4425772329922779,Norwich-Watford | 18/09/2021
18/09/2021,Aston Villa,Everton,"['3 ', ' 0']",2.4,3.3,3.0,2.0,1.8,-20.178262863134194,-10.089131431567097,Aston Villa-Everton | 18/09/2021
19/09/2021,West Ham,Manchester United,"['1 ', ' 2']",4.33,4.0,1.75,1.66,2.2,-38.909150700385766,-19.454575350192883,West Ham-Manchester United | 19/09/2021
25/09/2021,Brentford,Liverpool,"['3 ', ' 3']",7.0,4.5,1.45,1.72,2.1,-49.1271011281293,-24.56355056406465,Brentford-Liverpool | 25/09/2021
25/09/2021,Everton,Norwich,"['2 ', ' 0']",1.61,3.8,5.75,1.9,1.9,-47.08252591257997,-23.541262956289984,Everton-Norwich | 25/09/2021
02/10/2021,Manchester United,Everton,"['1 ', ' 1']",1.45,4.33,7.5,1.8,2.0,-45.935720556081186,-22.967860278040593,Manchester United-Everton | 02/10/2021
03/10/2021,Tottenham,Aston Villa,"['2 ', ' 1']",2.1,3.6,3.4,1.9,1.9,-57.70415826858014,-28.852079134290072,Tottenham-Aston Villa | 03/10/2021
16/10/2021,Brentford,Chelsea,"['0 ', ' 1']",6.5,3.8,1.57,2.0,1.8,-50.29337062271752,-25.14668531135876,Brentford-Chelsea | 16/10/2021
17/10/2021,Newcastle United,Tottenham,"['2 ', ' 3']",3.5,3.6,2.05,1.8,2.0,-56.4269373415767,-28.21346867078835,Newcastle United-Tottenham | 17/10/2021
17/10/2021,Everton,West Ham,"['0 ', ' 1']",2.5,3.4,2.8,1.9,1.9,-44.51619944511413,-22.258099722557066,Everton-West Ham | 17/10/2021
30/10/2021,Newcastle United,Chelsea,"['0 ', ' 3']",8.5,5.0,1.36,1.72,2.1,-60.818771743923186,-30.409385871961593,Newcastle United-Chelsea | 30/10/2021
30/10/2021,Watford,Southampton,"['0 ', ' 1']",3.2,3.3,2.3,1.9,1.9,-56.72314210442696,-28.36157105221348,Watford-Southampton | 30/10/2021
31/10/2021,Aston Villa,West Ham,"['1 ', ' 4']",2.8,3.5,2.45,1.8,2.0,-57.75416827281778,-28.87708413640889,Aston Villa-West Ham | 31/10/2021
05/11/2021,Southampton,Aston Villa,"['1 ', ' 0']",1.95,3.6,3.75,1.72,2.1,-50.61793943103163,-25.308969715515815,Southampton-Aston Villa | 05/11/2021
20/11/2021,Watford,Manchester United,"['4 ', ' 1']",6.5,4.75,1.45,1.66,2.2,-68.67298282238403,-34.336491411192014,Watford-Manchester United | 20/11/2021
20/11/2021,Wolverhampton Wanderers,West Ham,"['1 ', ' 0']",3.0,3.25,2.4,2.0,1.8,-61.660443256738716,-30.830221628369358,Wolverhampton Wanderers-West Ham | 20/11/2021
20/11/2021,Newcastle United,Brentford,"['3 ', ' 3']",2.62,3.4,2.7,2.0,1.9,-72.55509516560114,-36.27754758280057,Newcastle United-Brentford | 20/11/2021
21/11/2021,Tottenham,Leeds,"['2 ', ' 1']",1.7,4.2,4.5,1.72,2.1,-84.41681022406908,-42.20840511203454,Tottenham-Leeds | 21/11/2021
27/11/2021,Arsenal,Newcastle United,"['2 ', ' 0']",1.44,4.75,7.0,1.61,2.3,-63.41303844958042,-31.70651922479021,Arsenal-Newcastle United | 27/11/2021
28/11/2021,Leicester,Watford,"['4 ', ' 2']",1.61,4.0,5.5,1.66,2.2,-74.62500758299029,-37.312503791495146,Leicester-Watford | 28/11/2021
30/11/2021,Leeds,Crystal Palace,"['1 ', ' 0']",2.4,3.3,3.0,1.94,1.96,-72.99504013491246,-36.49752006745623,Leeds-Crystal Palace | 30/11/2021
30/11/2021,Newcastle United,Norwich,"['1 ', ' 1']",1.95,3.5,3.9,1.85,2.05,-51.91715738837199,-25.958578694185995,Newcastle United-Norwich | 30/11/2021
02/12/2021,Manchester United,Arsenal,"['3 ', ' 2']",1.95,3.75,3.75,1.8,2.0,-57.36912001827624,-28.684560009138124,Manchester United-Arsenal | 02/12/2021
04/12/2021,Newcastle United,Burnley,"['1 ', ' 0']",2.3,3.3,3.2,1.96,1.94,-46.711095764661074,-23.35554788233054,Newcastle United-Burnley | 04/12/2021
05/12/2021,Tottenham,Norwich,"['3 ', ' 0']",1.36,5.0,8.5,1.87,2.03,-53.78856749252694,-26.89428374626347,Tottenham-Norwich | 05/12/2021
05/12/2021,Aston Villa,Leicester,"['2 ', ' 1']",2.37,3.4,3.0,1.9,2.0,-55.1271752958962,-27.563587647948104,Aston Villa-Leicester | 05/12/2021
11/12/2021,Norwich,Manchester United,"['0 ', ' 1']",7.0,4.5,1.45,1.72,2.1,-37.71553170527582,-18.85776585263791,Norwich-Manchester United | 11/12/2021
12/12/2021,Burnley,West Ham,"['0 ', ' 0']",3.6,3.6,2.0,1.87,2.03,-29.362710486972816,-14.681355243486408,Burnley-West Ham | 12/12/2021
12/12/2021,Leicester,Newcastle United,"['4 ', ' 0']",1.66,4.1,4.75,1.57,2.37,-44.41748963456753,-22.208744817283765,Leicester-Newcastle United | 12/12/2021
18/12/2021,Leeds,Arsenal,"['1 ', ' 4']",3.9,3.8,1.83,1.72,2.1,-57.859325324774424,-28.929662662387212,Leeds-Arsenal | 18/12/2021
26/12/2021,West Ham,Southampton,"['2 ', ' 3']",1.8,3.9,4.2,1.72,2.1,-63.39213562739916,-31.696067813699585,West Ham-Southampton | 26/12/2021
26/12/2021,Norwich,Arsenal,"['0 ', ' 5']",8.0,4.75,1.4,1.72,2.1,-69.43385284272102,-34.71692642136051,Norwich-Arsenal | 26/12/2021
