Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
27/12/2021,Newcastle United,Manchester United,"['1 ', ' 1']",6.5,4.75,1.44,1.61,2.3,-32.86501228331568,-16.43250614165784,Newcastle United-Manchester United | 27/12/2021
28/12/2021,Watford,West Ham,"['1 ', ' 4']",3.4,3.6,2.1,1.72,2.1,-37.96748907896659,-18.983744539483293,Watford-West Ham | 28/12/2021
30/12/2021,Manchester United,Burnley,"['3 ', ' 1']",1.36,5.0,9.0,1.72,2.1,-44.43117211788453,-22.215586058942264,Manchester United-Burnley | 30/12/2021
01/01/2022,Watford,Tottenham,"['0 ', ' 1']",5.0,4.2,1.61,1.72,2.1,-36.35560797223964,-18.17780398611982,Watford-Tottenham | 01/01/2022
03/01/2022,Manchester United,Wolverhampton Wanderers,"['0 ', ' 1']",1.53,4.33,6.0,1.98,1.92,-31.15045152578284,-15.57522576289142,Manchester United-Wolverhampton Wanderers | 03/01/2022
11/01/2022,Southampton,Brentford,"['4 ', ' 1']",2.05,3.4,3.6,2.06,1.84,-32.47176909636946,-16.23588454818473,Southampton-Brentford | 11/01/2022
15/01/2022,Aston Villa,Manchester United,"['2 ', ' 2']",2.87,3.5,2.4,1.89,2.01,-35.84195946215232,-17.92097973107616,Aston Villa-Manchester United | 15/01/2022
19/01/2022,Brentford,Manchester United,"['1 ', ' 3']",4.5,3.7,1.8,1.93,1.97,-43.7621890796368,-21.881094539818402,Brentford-Manchester United | 19/01/2022
22/01/2022,Leeds,Newcastle United,"['0 ', ' 1']",2.0,3.5,3.75,1.66,2.2,-32.91571989220253,-16.457859946101266,Leeds-Newcastle United | 22/01/2022
22/01/2022,Southampton,Manchester City,"['1 ', ' 1']",10.0,6.5,1.25,1.44,2.75,8.454084528878866,4.227042264439433,Southampton-Manchester City | 22/01/2022
22/01/2022,Everton,Aston Villa,"['0 ', ' 1']",2.75,3.25,2.62,2.05,1.85,10.206990917937162,5.103495458968581,Everton-Aston Villa | 22/01/2022
08/02/2022,Burnley,Manchester United,"['1 ', ' 1']",5.5,4.0,1.61,1.85,2.05,21.46282002911242,10.73141001455621,Burnley-Manchester United | 08/02/2022
12/02/2022,Everton,Leeds,"['3 ', ' 0']",2.25,3.5,3.0,1.66,2.2,8.382277027184188,4.191138513592094,Everton-Leeds | 12/02/2022
12/02/2022,Norwich,Manchester City,"['0 ', ' 4']",15.0,8.0,1.16,1.44,2.75,-18.08513504929239,-9.042567524646195,Norwich-Manchester City | 12/02/2022
13/02/2022,Newcastle United,Aston Villa,"['1 ', ' 0']",2.7,3.3,2.62,1.85,2.05,-5.936764138706394,-2.968382069353197,Newcastle United-Aston Villa | 13/02/2022
19/02/2022,Southampton,Everton,"['2 ', ' 0']",2.1,3.5,3.5,1.72,2.1,13.041729789536904,6.520864894768451,Southampton-Everton | 19/02/2022
25/02/2022,Southampton,Norwich,"['2 ', ' 0']",1.53,4.33,6.0,1.72,2.1,23.114081568959676,11.557040784479838,Southampton-Norwich | 25/02/2022
01/03/2022,Burnley,Leicester,"['0 ', ' 2']",2.9,3.4,2.4,2.02,1.88,24.16919693115304,12.08459846557652,Burnley-Leicester | 01/03/2022
06/03/2022,Watford,Arsenal,"['2 ', ' 3']",6.0,4.0,1.57,2.05,1.85,15.756049402584225,7.878024701292112,Watford-Arsenal | 06/03/2022
10/03/2022,Norwich,Chelsea,"['1 ', ' 3']",11.0,4.75,1.3,1.72,2.1,0.874020797650843,0.4370103988254215,Norwich-Chelsea | 10/03/2022
14/03/2022,Crystal Palace,Manchester City,"['0 ', ' 0']",10.0,5.0,1.33,1.72,2.1,6.730204213125006,3.365102106562503,Crystal Palace-Manchester City | 14/03/2022
17/03/2022,Everton,Newcastle United,"['1 ', ' 0']",2.4,3.25,3.1,1.9,2.0,19.939138382273,9.9695691911365,Everton-Newcastle United | 17/03/2022
19/03/2022,Aston Villa,Arsenal,"['0 ', ' 1']",3.0,3.3,2.4,1.92,1.98,23.070159163013074,11.535079581506537,Aston Villa-Arsenal | 19/03/2022
04/04/2022,Crystal Palace,Arsenal,"['3 ', ' 0']",4.0,3.4,1.95,2.1,1.72,18.558651422996547,9.279325711498274,Crystal Palace-Arsenal | 04/04/2022
09/04/2022,Everton,Manchester United,"['1 ', ' 0']",4.6,3.75,1.75,1.85,2.05,21.47789927395509,10.738949636977544,Everton-Manchester United | 09/04/2022
10/04/2022,Leicester,Crystal Palace,"['2 ', ' 1']",2.37,3.3,2.9,1.99,1.91,18.500657899144684,9.250328949572342,Leicester-Crystal Palace | 10/04/2022
16/04/2022,Watford,Brentford,"['1 ', ' 2']",2.7,3.3,2.55,2.1,1.72,9.243520454134668,4.621760227067334,Watford-Brentford | 16/04/2022
17/04/2022,Newcastle United,Leicester,"['2 ', ' 1']",2.2,3.4,3.3,1.99,1.91,8.04703349020022,4.02351674510011,Newcastle United-Leicester | 17/04/2022
20/04/2022,Newcastle United,Crystal Palace,"['1 ', ' 0']",2.25,3.4,3.25,2.2,1.66,9.83289027994229,4.916445139971145,Newcastle United-Crystal Palace | 20/04/2022
23/04/2022,Leicester,Aston Villa,"['0 ', ' 0']",2.8,3.4,2.5,1.85,2.05,16.04210787404648,8.02105393702324,Leicester-Aston Villa | 23/04/2022
30/04/2022,Newcastle United,Liverpool,"['0 ', ' 1']",8.5,5.0,1.36,1.66,2.2,44.290980476906604,22.145490238453306,Newcastle United-Liverpool | 30/04/2022
07/05/2022,Crystal Palace,Watford,"['1 ', ' 0']",1.65,4.0,5.0,1.99,1.91,52.45998996596495,26.229994982982475,Crystal Palace-Watford | 07/05/2022
11/05/2022,Watford,Everton,"['0 ', ' 0']",4.2,3.6,1.83,1.94,1.96,64.43590139998133,32.217950699990666,Watford-Everton | 11/05/2022
12/05/2022,Tottenham,Arsenal,"['3 ', ' 0']",2.05,3.75,3.5,1.8,2.0,62.39968175585192,31.199840877925965,Tottenham-Arsenal | 12/05/2022
15/05/2022,Aston Villa,Crystal Palace,"['1 ', ' 1']",2.0,3.5,3.75,1.93,1.97,66.45457210898473,33.22728605449237,Aston Villa-Crystal Palace | 15/05/2022
15/05/2022,Watford,Leicester,"['1 ', ' 5']",3.8,3.5,1.95,1.72,2.1,53.474741193533134,26.737370596766567,Watford-Leicester | 15/05/2022
15/05/2022,Everton,Brentford,"['2 ', ' 3']",2.05,3.6,3.5,2.03,1.87,45.882120006809515,22.941060003404758,Everton-Brentford | 15/05/2022
16/05/2022,Newcastle United,Arsenal,"['2 ', ' 0']",4.33,3.6,1.83,1.9,2.0,58.50349842452477,29.251749212262382,Newcastle United-Arsenal | 16/05/2022
22/05/2022,Burnley,Newcastle United,"['1 ', ' 2']",2.25,3.4,3.2,1.94,1.96,50.93235590381872,25.46617795190936,Burnley-Newcastle United | 22/05/2022
22/05/2022,Crystal Palace,Manchester United,"['1 ', ' 0']",3.0,3.6,2.25,1.72,2.1,62.0033240821345,31.00166204106725,Crystal Palace-Manchester United | 22/05/2022
22/05/2022,Norwich,Tottenham,"['0 ', ' 5']",9.5,6.5,1.25,1.44,2.75,39.34485649580881,19.672428247904406,Norwich-Tottenham | 22/05/2022
