Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
11/09/2021,Southampton,West Ham,"['0 ', ' 0']",2.9,3.5,2.4,1.72,2.1,-36.75718421390434,-18.37859210695217,Southampton-West Ham | 11/09/2021
12/09/2021,Leeds,Liverpool,"['0 ', ' 3']",4.33,4.0,1.75,1.57,2.37,-12.809483012804977,-6.4047415064024875,Leeds-Liverpool | 12/09/2021
24/10/2021,Manchester United,Liverpool,"['0 ', ' 5']",3.1,3.6,2.2,1.53,2.5,7.6525357609695694,3.826267880484785,Manchester United-Liverpool | 24/10/2021
20/11/2021,Norwich,Southampton,"['2 ', ' 1']",3.6,3.5,2.05,2.03,1.87,4.683301914473859,2.3416509572369293,Norwich-Southampton | 20/11/2021
20/11/2021,Newcastle United,Brentford,"['3 ', ' 3']",2.62,3.4,2.7,2.0,1.9,-20.592411461734088,-10.296205730867044,Newcastle United-Brentford | 20/11/2021
19/12/2021,Wolverhampton Wanderers,Chelsea,"['0 ', ' 0']",7.0,4.2,1.5,2.1,1.72,-22.962510386802393,-11.481255193401196,Wolverhampton Wanderers-Chelsea | 19/12/2021
19/01/2022,Leicester,Tottenham,"['2 ', ' 3']",3.0,3.5,2.3,1.72,2.1,9.077661398280156,4.538830699140078,Leicester-Tottenham | 19/01/2022
10/02/2022,Wolverhampton Wanderers,Arsenal,"['0 ', ' 1']",3.5,3.2,2.2,2.3,1.61,42.12500222467801,21.062501112339007,Wolverhampton Wanderers-Arsenal | 10/02/2022
23/02/2022,Burnley,Tottenham,"['1 ', ' 0']",4.6,3.8,1.75,2.1,1.72,38.89004662823476,19.44502331411738,Burnley-Tottenham | 23/02/2022
28/04/2022,Manchester United,Chelsea,"['1 ', ' 1']",3.2,3.4,2.25,1.86,2.04,20.86308207585175,10.431541037925875,Manchester United-Chelsea | 28/04/2022
01/05/2022,Everton,Chelsea,"['1 ', ' 0']",5.0,3.6,1.75,2.02,1.88,-0.24603488323484157,-0.12301744161742079,Everton-Chelsea | 01/05/2022
15/05/2022,Watford,Leicester,"['1 ', ' 5']",3.8,3.5,1.95,1.72,2.1,8.208320663787617,4.104160331893809,Watford-Leicester | 15/05/2022
