Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
04/11/2017,Southampton,Burnley,"['0 ', ' 1']",1.66,3.75,6.5,2.28,1.63,-12.216778990801927,-6.108389495400964,Southampton-Burnley | 04/11/2017
05/11/2017,Manchester City,Arsenal,"['3 ', ' 1']",1.39,5.5,7.5,1.36,3.1,-1.0836434644050996,-0.5418217322025498,Manchester City-Arsenal | 05/11/2017
25/11/2017,Liverpool,Chelsea,"['1 ', ' 1']",2.14,3.6,3.5,1.69,2.17,-44.44960644436967,-22.22480322218484,Liverpool-Chelsea | 25/11/2017
02/12/2017,Arsenal,Manchester United,"['1 ', ' 3']",2.5,3.39,3.0,1.93,1.89,-104.33115082821192,-52.16557541410596,Arsenal-Manchester United | 02/12/2017
13/12/2017,Liverpool,West Bromwich Albion,"['0 ', ' 0']",1.22,7.0,15.0,1.52,2.53,-107.71408966132458,-53.85704483066229,Liverpool-West Bromwich Albion | 13/12/2017
16/12/2017,Manchester City,Tottenham,"['4 ', ' 1']",1.55,4.59,6.0,1.54,2.48,-92.19148368733559,-46.095741843667795,Manchester City-Tottenham | 16/12/2017
30/12/2017,Liverpool,Leicester,"['2 ', ' 1']",1.3,6.0,11.0,1.4,2.93,-83.98126816118307,-41.99063408059153,Liverpool-Leicester | 30/12/2017
13/01/2018,Chelsea,Leicester,"['0 ', ' 0']",1.3,5.75,12.0,1.55,2.44,-103.48320862045635,-51.741604310228176,Chelsea-Leicester | 13/01/2018
13/01/2018,Crystal Palace,Burnley,"['1 ', ' 0']",2.0,3.29,4.5,2.38,1.59,-82.21233227449012,-41.10616613724506,Crystal Palace-Burnley | 13/01/2018
20/01/2018,Arsenal,Crystal Palace,"['4 ', ' 1']",1.5,4.75,7.0,1.59,2.36,-79.50022120825511,-39.750110604127556,Arsenal-Crystal Palace | 20/01/2018
31/01/2018,Chelsea,Bournemouth,"['0 ', ' 3']",1.28,6.5,11.0,1.52,2.53,-85.42625888219114,-42.713129441095575,Chelsea-Bournemouth | 31/01/2018
31/01/2018,Tottenham,Manchester United,"['2 ', ' 0']",2.35,3.29,3.39,1.92,1.9,-33.16927080279194,-16.58463540139597,Tottenham-Manchester United | 31/01/2018
12/02/2018,Chelsea,West Bromwich Albion,"['3 ', ' 0']",1.36,4.75,8.0,1.73,2.1,-32.109717333730345,-16.054858666865172,Chelsea-West Bromwich Albion | 12/02/2018
04/03/2018,Manchester City,Chelsea,"['1 ', ' 0']",1.61,4.2,6.0,1.69,2.19,-12.833490445824483,-6.41674522291224,Manchester City-Chelsea | 04/03/2018
07/04/2018,Manchester City,Manchester United,"['2 ', ' 3']",1.89,3.79,4.2,1.84,1.98,-62.583708560832605,-31.291854280416302,Manchester City-Manchester United | 07/04/2018
19/04/2018,Leicester,Southampton,"['0 ', ' 0']",2.25,3.29,3.2,1.92,1.89,-91.51665981840455,-45.758329909202274,Leicester-Southampton | 19/04/2018
22/04/2018,Arsenal,West Ham,"['4 ', ' 1']",1.55,4.59,6.0,1.5,2.57,-79.57900482786613,-39.789502413933064,Arsenal-West Ham | 22/04/2018
28/04/2018,Liverpool,Stoke,"['0 ', ' 0']",1.33,5.75,10.0,1.51,2.53,-101.91348417611498,-50.95674208805749,Liverpool-Stoke | 28/04/2018
05/05/2018,Bournemouth,Swansea,"['1 ', ' 0']",2.1,3.6,3.7,1.86,1.96,-69.69471178004531,-34.847355890022655,Bournemouth-Swansea | 05/05/2018
05/05/2018,Leicester,West Ham,"['0 ', ' 2']",2.25,3.5,3.39,1.89,1.92,-107.71223302656468,-53.85611651328234,Leicester-West Ham | 05/05/2018
06/05/2018,Arsenal,Burnley,"['5 ', ' 0']",1.57,4.2,6.5,1.7,2.14,-94.73888332628542,-47.36944166314271,Arsenal-Burnley | 06/05/2018
13/05/2018,Crystal Palace,West Bromwich Albion,"['2 ', ' 0']",1.8,3.79,4.75,1.75,2.07,-85.8189838036656,-42.909491901832794,Crystal Palace-West Bromwich Albion | 13/05/2018
