Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
09/09/2017,Everton,Tottenham,"['0 ', ' 3']",3.8,3.5,2.1,2.04,1.79,28.17433418623139,14.087167093115696,Everton-Tottenham | 09/09/2017
09/09/2017,Stoke,Manchester United,"['2 ', ' 2']",7.5,4.5,1.5,1.88,1.94,20.154318150960506,10.077159075480253,Stoke-Manchester United | 09/09/2017
10/09/2017,Swansea,Newcastle United,"['0 ', ' 1']",2.4,3.25,3.3,2.17,1.7,112.40103612045009,56.200518060225036,Swansea-Newcastle United | 10/09/2017
11/09/2017,West Ham,Huddersfield,"['2 ', ' 0']",1.95,3.5,4.5,1.99,1.83,58.8293652755392,29.4146826377696,West Ham-Huddersfield | 11/09/2017
16/09/2017,Crystal Palace,Southampton,"['0 ', ' 1']",3.0,3.3,2.6,2.3,1.62,105.52243478837946,52.76121739418973,Crystal Palace-Southampton | 16/09/2017
23/09/2017,West Ham,Tottenham,"['2 ', ' 3']",6.0,4.33,1.6,1.69,2.18,112.37284884828733,56.18642442414367,West Ham-Tottenham | 23/09/2017
23/09/2017,Leicester,Liverpool,"['2 ', ' 3']",4.1,3.9,1.91,1.69,2.18,123.34924474517246,61.67462237258623,Leicester-Liverpool | 23/09/2017
30/09/2017,Chelsea,Manchester City,"['0 ', ' 1']",2.75,3.3,2.5,1.7,2.15,184.72073245330455,92.36036622665227,Chelsea-Manchester City | 30/09/2017
04/11/2017,West Ham,Liverpool,"['1 ', ' 4']",5.25,4.33,1.66,1.63,2.28,185.65366444224847,92.82683222112425,West Ham-Liverpool | 04/11/2017
02/12/2017,West Bromwich Albion,Crystal Palace,"['0 ', ' 0']",2.5,3.2,3.2,2.39,1.57,150.60495844488923,75.30247922244462,West Bromwich Albion-Crystal Palace | 02/12/2017
10/12/2017,Southampton,Arsenal,"['1 ', ' 1']",4.0,3.75,1.95,1.8,2.02,138.64924918870548,69.32462459435274,Southampton-Arsenal | 10/12/2017
10/12/2017,Manchester United,Manchester City,"['1 ', ' 2']",3.39,3.5,2.25,1.83,1.98,202.58867987625206,101.29433993812603,Manchester United-Manchester City | 10/12/2017
23/12/2017,Swansea,Crystal Palace,"['1 ', ' 1']",3.29,3.2,2.45,2.37,1.58,175.92369294150154,87.96184647075077,Swansea-Crystal Palace | 23/12/2017
31/12/2017,West Bromwich Albion,Arsenal,"['1 ', ' 1']",5.0,4.0,1.72,1.82,2.0,162.84769483253183,81.42384741626591,West Bromwich Albion-Arsenal | 31/12/2017
14/01/2018,Bournemouth,Arsenal,"['2 ', ' 1']",4.75,4.2,1.75,1.51,2.54,157.31714902516882,78.65857451258441,Bournemouth-Arsenal | 14/01/2018
30/01/2018,Swansea,Arsenal,"['3 ', ' 1']",7.0,4.59,1.5,1.76,2.08,143.55566055143032,71.77783027571516,Swansea-Arsenal | 30/01/2018
11/02/2018,Southampton,Liverpool,"['0 ', ' 2']",4.2,3.79,1.8,1.69,2.18,158.06592478109621,79.03296239054811,Southampton-Liverpool | 11/02/2018
10/03/2018,Everton,Brighton,"['2 ', ' 0']",2.2,3.2,3.89,2.32,1.61,125.24690143303654,62.62345071651828,Everton-Brighton | 10/03/2018
11/03/2018,Bournemouth,Tottenham,"['1 ', ' 4']",6.5,4.5,1.55,1.61,2.33,126.9333124343396,63.4666562171698,Bournemouth-Tottenham | 11/03/2018
07/04/2018,Everton,Liverpool,"['0 ', ' 0']",4.2,3.75,1.9,1.84,1.97,114.98356190365274,57.49178095182637,Everton-Liverpool | 07/04/2018
14/04/2018,Southampton,Chelsea,"['2 ', ' 3']",4.5,3.75,1.85,2.0,1.82,118.61558460938431,59.30779230469216,Southampton-Chelsea | 14/04/2018
05/05/2018,Stoke,Crystal Palace,"['1 ', ' 2']",2.7,3.39,2.79,1.9,1.91,165.10895929041556,82.55447964520778,Stoke-Crystal Palace | 05/05/2018
09/05/2018,Leicester,Arsenal,"['3 ', ' 1']",3.75,3.79,2.0,1.54,2.45,158.59598132001406,79.29799066000703,Leicester-Arsenal | 09/05/2018
13/05/2018,Huddersfield,Arsenal,"['0 ', ' 1']",6.0,4.33,1.6,1.5,2.55,165.2455367698305,82.62276838491525,Huddersfield-Arsenal | 13/05/2018
