Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
03/09/2022,Newcastle United,Crystal Palace,"['0 ', ' 0']",2.0,3.5,3.75,2.0,1.8,-26.880639007991007,-13.440319503995504,Newcastle United-Crystal Palace | 03/09/2022
03/09/2022,Wolverhampton Wanderers,Southampton,"['1 ', ' 0']",2.2,3.4,3.25,2.04,1.86,-33.55378699594942,-16.77689349797471,Wolverhampton Wanderers-Southampton | 03/09/2022
16/09/2022,Aston Villa,Southampton,"['1 ', ' 0']",2.1,3.5,3.5,1.88,2.02,-36.88415338133814,-18.44207669066907,Aston Villa-Southampton | 16/09/2022
17/09/2022,Newcastle United,Bournemouth,"['1 ', ' 1']",1.44,4.4,7.5,1.87,2.03,-50.00999193080032,-25.004995965400155,Newcastle United-Bournemouth | 17/09/2022
01/10/2022,Arsenal,Tottenham,"['3 ', ' 1']",2.05,3.75,3.3,1.72,2.1,-40.18467760958838,-20.09233880479419,Arsenal-Tottenham | 01/10/2022
01/10/2022,Liverpool,Brighton,"['3 ', ' 3']",1.33,5.25,8.5,1.53,2.5,-29.946481859846443,-14.973240929923222,Liverpool-Brighton | 01/10/2022
08/10/2022,Newcastle United,Brentford,"['5 ', ' 1']",1.83,3.8,4.2,1.72,2.1,-19.885844585721358,-9.942922292860679,Newcastle United-Brentford | 08/10/2022
09/10/2022,Arsenal,Liverpool,"['3 ', ' 2']",2.5,3.6,2.62,1.57,2.37,-15.46062100520592,-7.730310502602961,Arsenal-Liverpool | 09/10/2022
14/10/2022,Brentford,Brighton,"['2 ', ' 0']",3.1,3.4,2.3,1.97,1.93,-20.973479561934468,-10.486739780967234,Brentford-Brighton | 14/10/2022
15/10/2022,Leicester,Crystal Palace,"['0 ', ' 0']",2.3,3.4,3.1,1.89,2.01,-26.83507658768336,-13.41753829384168,Leicester-Crystal Palace | 15/10/2022
15/10/2022,Wolverhampton Wanderers,Nottingham Forest,"['1 ', ' 0']",1.7,3.75,5.0,2.06,1.84,-32.23463699536053,-16.117318497680266,Wolverhampton Wanderers-Nottingham Forest | 15/10/2022
16/10/2022,Manchester United,Newcastle United,"['0 ', ' 0']",1.95,3.8,3.5,1.72,2.1,-43.338963824230476,-21.669481912115238,Manchester United-Newcastle United | 16/10/2022
16/10/2022,Liverpool,Manchester City,"['1 ', ' 0']",3.6,4.0,1.9,1.44,2.75,-53.16960715553303,-26.584803577766515,Liverpool-Manchester City | 16/10/2022
19/10/2022,Bournemouth,Southampton,"['0 ', ' 1']",2.62,3.3,2.62,2.0,1.8,-55.17997037169829,-27.589985185849145,Bournemouth-Southampton | 19/10/2022
19/10/2022,Newcastle United,Everton,"['1 ', ' 0']",1.6,3.8,5.75,1.92,1.98,-75.54206091262148,-37.77103045631074,Newcastle United-Everton | 19/10/2022
22/10/2022,Chelsea,Manchester United,"['1 ', ' 1']",2.05,3.5,3.5,1.91,1.99,-86.86084105388193,-43.430420526940964,Chelsea-Manchester United | 22/10/2022
23/10/2022,Aston Villa,Brentford,"['4 ', ' 0']",2.1,3.5,3.5,1.94,1.96,-84.60719144677243,-42.303595723386216,Aston Villa-Brentford | 23/10/2022
