Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
22/09/2018,Crystal Palace,Newcastle United,"['0 ', ' 0']",2.14,3.4,3.75,2.11,1.73,-26.023414592143894,-13.011707296071947,Crystal Palace-Newcastle United | 22/09/2018
01/10/2018,Bournemouth,Crystal Palace,"['2 ', ' 1']",2.25,3.5,3.4,1.77,2.04,23.06243308023913,11.531216540119566,Bournemouth-Crystal Palace | 01/10/2018
06/10/2018,Manchester United,Newcastle United,"['3 ', ' 2']",1.44,4.5,9.0,1.89,1.92,28.60315685363605,14.301578426818025,Manchester United-Newcastle United | 06/10/2018
20/10/2018,Chelsea,Manchester United,"['2 ', ' 2']",1.75,3.8,5.25,1.78,2.04,1.5079343704003065,0.7539671852001533,Chelsea-Manchester United | 20/10/2018
27/10/2018,Southampton,Newcastle United,"['0 ', ' 0']",2.1,3.4,3.9,2.31,1.61,-28.734301366484118,-14.367150683242059,Southampton-Newcastle United | 27/10/2018
11/11/2018,Chelsea,Everton,"['0 ', ' 0']",1.4,5.25,8.5,1.55,2.43,-30.6687259428947,-15.334362971447348,Chelsea-Everton | 11/11/2018
04/12/2018,Bournemouth,Huddersfield,"['2 ', ' 1']",1.66,3.8,6.0,1.92,1.89,-23.37643118501109,-11.688215592505543,Bournemouth-Huddersfield | 04/12/2018
04/12/2018,West Ham,Cardiff,"['3 ', ' 1']",1.66,4.0,5.75,1.79,2.04,-20.328391148985872,-10.164195574492936,West Ham-Cardiff | 04/12/2018
29/12/2018,Liverpool,Arsenal,"['5 ', ' 1']",1.5,4.5,5.75,1.51,2.55,-19.736474771425904,-9.868237385712952,Liverpool-Arsenal | 29/12/2018
03/01/2019,Manchester City,Liverpool,"['2 ', ' 1']",2.04,3.8,3.6,1.54,2.47,14.048598058087649,7.024299029043824,Manchester City-Liverpool | 03/01/2019
12/01/2019,Burnley,Fulham,"['2 ', ' 1']",2.4,3.3,3.25,2.08,1.76,59.04525565608196,29.52262782804098,Burnley-Fulham | 12/01/2019
30/01/2019,Liverpool,Leicester,"['1 ', ' 1']",1.22,7.0,15.0,1.51,2.55,46.839093998196574,23.419546999098287,Liverpool-Leicester | 30/01/2019
02/02/2019,Tottenham,Newcastle United,"['1 ', ' 0']",1.44,4.5,9.0,1.84,1.98,48.236761186786595,24.118380593393297,Tottenham-Newcastle United | 02/02/2019
10/02/2019,Tottenham,Leicester,"['3 ', ' 1']",1.7,3.9,5.5,1.81,2.02,75.76395834369515,37.881979171847576,Tottenham-Leicester | 10/02/2019
10/02/2019,Manchester City,Chelsea,"['6 ', ' 0']",1.5,4.75,7.0,1.62,2.29,81.6117847073827,40.80589235369135,Manchester City-Chelsea | 10/02/2019
31/03/2019,Liverpool,Tottenham,"['2 ', ' 1']",1.61,4.2,6.0,1.68,2.21,90.53217673931312,45.26608836965656,Liverpool-Tottenham | 31/03/2019
20/04/2019,Bournemouth,Fulham,"['0 ', ' 1']",1.65,4.4,5.25,1.54,2.46,87.03144273328377,43.515721366641884,Bournemouth-Fulham | 20/04/2019
21/04/2019,Arsenal,Crystal Palace,"['2 ', ' 3']",1.53,4.6,6.5,1.58,2.38,71.51386105326142,35.75693052663071,Arsenal-Crystal Palace | 21/04/2019
12/05/2019,Liverpool,Wolverhampton Wanderers,"['2 ', ' 0']",1.3,6.0,11.0,1.61,2.31,73.67248059679847,36.83624029839923,Liverpool-Wolverhampton Wanderers | 12/05/2019
