Date,HTeam,ATeam,Result,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,ROI,Net Gain,CombinedLabel
01/09/2018,Leicester,Liverpool,"['1 ', ' 2']",7.5,5.0,1.44,1.65,2.25,-33.024327667181495,-16.512163833590748,Leicester-Liverpool | 01/09/2018
01/09/2018,Brighton,Fulham,"['2 ', ' 2']",2.3,3.4,3.4,1.92,1.88,-37.56845624841839,-18.784228124209196,Brighton-Fulham | 01/09/2018
01/09/2018,Chelsea,Bournemouth,"['2 ', ' 0']",1.3,6.0,11.0,1.42,2.82,9.6926931709001,4.84634658545005,Chelsea-Bournemouth | 01/09/2018
01/09/2018,Crystal Palace,Southampton,"['0 ', ' 2']",2.0,3.5,4.2,2.12,1.72,18.886571710673195,9.443285855336597,Crystal Palace-Southampton | 01/09/2018
01/09/2018,Everton,Huddersfield,"['1 ', ' 1']",1.53,4.2,7.5,2.07,1.75,25.413886737627536,12.706943368813768,Everton-Huddersfield | 01/09/2018
01/09/2018,West Ham,Wolverhampton Wanderers,"['0 ', ' 1']",2.6,3.4,2.87,1.85,1.95,33.603088509466204,16.801544254733102,West Ham-Wolverhampton Wanderers | 01/09/2018
02/09/2018,Cardiff,Arsenal,"['2 ', ' 3']",6.5,4.33,1.57,1.76,2.07,20.055564062450642,10.027782031225321,Cardiff-Arsenal | 02/09/2018
15/09/2018,Bournemouth,Leicester,"['4 ', ' 2']",2.45,3.5,3.0,1.88,1.94,16.55909850516474,8.27954925258237,Bournemouth-Leicester | 15/09/2018
15/09/2018,Newcastle United,Arsenal,"['1 ', ' 2']",4.2,3.8,1.9,1.71,2.14,1.986673614511119,0.9933368072555595,Newcastle United-Arsenal | 15/09/2018
15/09/2018,Watford,Manchester United,"['1 ', ' 2']",4.33,3.6,1.95,1.99,1.83,-10.403539126497803,-5.201769563248902,Watford-Manchester United | 15/09/2018
16/09/2018,Everton,West Ham,"['1 ', ' 3']",2.0,3.75,3.9,1.79,2.03,-33.76765749170055,-16.883828745850273,Everton-West Ham | 16/09/2018
22/09/2018,Fulham,Watford,"['1 ', ' 1']",2.54,3.5,2.9,1.76,2.06,-12.426946203068296,-6.213473101534149,Fulham-Watford | 22/09/2018
22/09/2018,Cardiff,Manchester City,"['0 ', ' 5']",23.0,8.0,1.16,1.45,2.7,-34.19975370743457,-17.099876853717284,Cardiff-Manchester City | 22/09/2018
22/09/2018,Crystal Palace,Newcastle United,"['0 ', ' 0']",2.14,3.4,3.75,2.11,1.73,-21.490626375574212,-10.745313187787104,Crystal Palace-Newcastle United | 22/09/2018
22/09/2018,Manchester United,Wolverhampton Wanderers,"['1 ', ' 1']",1.57,4.33,6.5,1.85,1.95,-18.9374864111783,-9.46874320558915,Manchester United-Wolverhampton Wanderers | 22/09/2018
22/09/2018,Brighton,Tottenham,"['1 ', ' 2']",5.0,4.0,1.75,1.8,2.02,-20.855482716360896,-10.427741358180448,Brighton-Tottenham | 22/09/2018
23/09/2018,West Ham,Chelsea,"['0 ', ' 0']",6.0,4.5,1.57,1.58,2.37,-1.0795427543186804,-0.5397713771593402,West Ham-Chelsea | 23/09/2018
29/09/2018,West Ham,Manchester United,"['3 ', ' 1']",4.5,3.8,1.85,1.82,2.0,-3.6848479232969567,-1.8424239616484783,West Ham-Manchester United | 29/09/2018
29/09/2018,Everton,Fulham,"['3 ', ' 0']",1.75,4.2,4.75,1.61,2.31,-16.99002691966197,-8.495013459830986,Everton-Fulham | 29/09/2018
29/09/2018,Huddersfield,Tottenham,"['0 ', ' 2']",8.5,4.5,1.44,1.79,2.03,-8.02572723273721,-4.012863616368605,Huddersfield-Tottenham | 29/09/2018
29/09/2018,Newcastle United,Leicester,"['0 ', ' 2']",2.6,3.3,3.0,2.2,1.68,-0.6177176498644172,-0.3088588249322086,Newcastle United-Leicester | 29/09/2018
01/10/2018,Bournemouth,Crystal Palace,"['2 ', ' 1']",2.25,3.5,3.4,1.77,2.04,-6.162042710665219,-3.0810213553326093,Bournemouth-Crystal Palace | 01/10/2018
05/10/2018,Brighton,West Ham,"['1 ', ' 0']",2.7,3.3,2.87,2.05,1.78,5.465122555130023,2.7325612775650114,Brighton-West Ham | 05/10/2018
06/10/2018,Watford,Bournemouth,"['0 ', ' 4']",2.14,3.6,3.5,1.77,2.06,0.8323399923150703,0.41616999615753514,Watford-Bournemouth | 06/10/2018
06/10/2018,Manchester United,Newcastle United,"['3 ', ' 2']",1.44,4.5,9.0,1.89,1.92,-3.5013763111571024,-1.7506881555785512,Manchester United-Newcastle United | 06/10/2018
20/10/2018,Huddersfield,Liverpool,"['0 ', ' 1']",11.0,5.5,1.33,1.82,2.0,21.415986631048753,10.707993315524376,Huddersfield-Liverpool | 20/10/2018
21/10/2018,Everton,Crystal Palace,"['2 ', ' 0']",1.85,3.6,4.75,1.98,1.83,25.32359586405849,12.661797932029245,Everton-Crystal Palace | 21/10/2018
27/10/2018,Fulham,Bournemouth,"['0 ', ' 3']",2.9,3.75,2.4,1.53,2.48,5.683842715147407,2.8419213575737032,Fulham-Bournemouth | 27/10/2018
